Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2007,0,234.063,1.093,235.156,north dakota
2008,0,218.09,1.06,219.15,north dakota
2009,0,212.367,1.046,213.412,north dakota
2010,0,207.649,1.263,208.913,north dakota
2011,0,200.339,1.348,201.688,north dakota
2012,0,195.327,1.493,196.82,north dakota
2013,0,196.294,1.339,197.633,north dakota
2014,0,197.91,2.103,200.013,north dakota
2015,0,203.637,1.954,205.591,north dakota
2016,0,210.479,2.263,212.742,north dakota
2017,0,214.993,2.275,217.269,north dakota
1980,0,170.065,0.845,170.91,ohio
1981,0,168.454,0.835,169.289,ohio
1982,0,159.542,0.717,160.259,ohio
1983,0,161.19,0.565,161.754,ohio
1984,0,169.558,0.626,170.184,ohio
1985,0,168.697,0.794,169.491,ohio
1986,0,174.541,0.679,175.22,ohio
1987,0,183.676,1.031,184.707,ohio
1988,0,194.338,1.048,195.385,ohio
1989,0,200.73,1.059,201.789,ohio
1990,0,202.12,1.103,203.222,ohio
1991,0,191.463,1.008,192.472,ohio
1992,0,191.362,0.828,192.19,ohio
1993,0,187.509,0.681,188.189,ohio
1994,0,195.9,0.688,196.588,ohio
1995,0,199.858,1.061,200.919,ohio
1996,0,203.176,1.064,204.24,ohio
1997,0,197.277,1.296,198.573,ohio
1998,0,198.725,0.577,199.301,ohio
1999,0,203.141,0.616,203.757,ohio
2000,0,214.216,0.612,214.828,ohio
2001,0,209.973,0.734,210.707,ohio
2002,0,222.175,0.671,222.846,ohio
2003,0,212.357,0.654,213.011,ohio
2004,0,221.7,0.91,222.61,ohio
2005,0,227.308,1.096,228.404,ohio
2006,0,231.859,0.918,232.777,ohio
2007,0,234.063,1.093,235.156,ohio
2008,0,218.09,1.06,219.15,ohio
2009,0,212.367,1.046,213.412,ohio
2010,0,207.649,1.263,208.913,ohio
2011,0,200.339,1.348,201.688,ohio
2012,0,195.327,1.493,196.82,ohio
2013,0,196.294,1.339,197.633,ohio
2014,0,197.91,2.103,200.013,ohio
2015,0,203.637,1.954,205.591,ohio
2016,0,210.479,2.263,212.742,ohio
2017,0,214.993,2.275,217.269,ohio
1980,0,170.065,0.845,170.91,oklahoma
1981,0,168.454,0.835,169.289,oklahoma
1982,0,159.542,0.717,160.259,oklahoma
1983,0,161.19,0.565,161.754,oklahoma
1984,0,169.558,0.626,170.184,oklahoma
1985,0,168.697,0.794,169.491,oklahoma
1986,0,174.541,0.679,175.22,oklahoma
1987,0,183.676,1.031,184.707,oklahoma
1988,0,194.338,1.048,195.385,oklahoma
1989,0,200.73,1.059,201.789,oklahoma
1990,0,202.12,1.103,203.222,oklahoma
1991,0,191.463,1.008,192.472,oklahoma
1992,0,191.362,0.828,192.19,oklahoma
1993,0,187.509,0.681,188.189,oklahoma
1994,0,195.9,0.688,196.588,oklahoma
1995,0,199.858,1.061,200.919,oklahoma
1996,0,203.176,1.064,204.24,oklahoma
1997,0,197.277,1.296,198.573,oklahoma
1998,0,198.725,0.577,199.301,oklahoma
1999,0,203.141,0.616,203.757,oklahoma
2000,0,214.216,0.612,214.828,oklahoma
2001,0,209.973,0.734,210.707,oklahoma
2002,0,222.175,0.671,222.846,oklahoma
2003,0,212.357,0.654,213.011,oklahoma
2004,0,221.7,0.91,222.61,oklahoma
2005,0,227.308,1.096,228.404,oklahoma
2006,0,231.859,0.918,232.777,oklahoma
2007,0,234.063,1.093,235.156,oklahoma
2008,0,218.09,1.06,219.15,oklahoma
2009,0,212.367,1.046,213.412,oklahoma
2010,0,207.649,1.263,208.913,oklahoma
2011,0,200.339,1.348,201.688,oklahoma
2012,0,195.327,1.493,196.82,oklahoma
2013,0,196.294,1.339,197.633,oklahoma
2014,0,197.91,2.103,200.013,oklahoma
2015,0,203.637,1.954,205.591,oklahoma
2016,0,210.479,2.263,212.742,oklahoma
2017,0,214.993,2.275,217.269,oklahoma
1980,0,170.065,0.845,170.91,oregon
1981,0,168.454,0.835,169.289,oregon
1982,0,159.542,0.717,160.259,oregon
1983,0,161.19,0.565,161.754,oregon
1984,0,169.558,0.626,170.184,oregon
1985,0,168.697,0.794,169.491,oregon
1986,0,174.541,0.679,175.22,oregon
1987,0,183.676,1.031,184.707,oregon
1988,0,194.338,1.048,195.385,oregon
1989,0,200.73,1.059,201.789,oregon
1990,0,202.12,1.103,203.222,oregon
1991,0,191.463,1.008,192.472,oregon
1992,0,191.362,0.828,192.19,oregon
1993,0,187.509,0.681,188.189,oregon
1994,0,195.9,0.688,196.588,oregon
1995,0,199.858,1.061,200.919,oregon
1996,0,203.176,1.064,204.24,oregon
1997,0,197.277,1.296,198.573,oregon
1998,0,198.725,0.577,199.301,oregon
1999,0,203.141,0.616,203.757,oregon
2000,0,214.216,0.612,214.828,oregon
2001,0,209.973,0.734,210.707,oregon
2002,0,222.175,0.671,222.846,oregon
2003,0,212.357,0.654,213.011,oregon
2004,0,221.7,0.91,222.61,oregon
2005,0,227.308,1.096,228.404,oregon
2006,0,231.859,0.918,232.777,oregon
2007,0,234.063,1.093,235.156,oregon
2008,0,218.09,1.06,219.15,oregon
2009,0,212.367,1.046,213.412,oregon
2010,0,207.649,1.263,208.913,oregon
2011,0,200.339,1.348,201.688,oregon
2012,0,195.327,1.493,196.82,oregon
2013,0,196.294,1.339,197.633,oregon
2014,0,197.91,2.103,200.013,oregon
2015,0,203.637,1.954,205.591,oregon
2016,0,210.479,2.263,212.742,oregon
2017,0,214.993,2.275,217.269,oregon
1980,0,170.065,0.845,170.91,pennsylvania
1981,0,168.454,0.835,169.289,pennsylvania
1982,0,159.542,0.717,160.259,pennsylvania
1983,0,161.19,0.565,161.754,pennsylvania
1984,0,169.558,0.626,170.184,pennsylvania
1985,0,168.697,0.794,169.491,pennsylvania
1986,0,174.541,0.679,175.22,pennsylvania
1987,0,183.676,1.031,184.707,pennsylvania
1988,0,194.338,1.048,195.385,pennsylvania
1989,0,200.73,1.059,201.789,pennsylvania
1990,0,202.12,1.103,203.222,pennsylvania
1991,0,191.463,1.008,192.472,pennsylvania
1992,0,191.362,0.828,192.19,pennsylvania
1993,0,187.509,0.681,188.189,pennsylvania
1994,0,195.9,0.688,196.588,pennsylvania
1995,0,199.858,1.061,200.919,pennsylvania
1996,0,203.176,1.064,204.24,pennsylvania
1997,0,197.277,1.296,198.573,pennsylvania
1998,0,198.725,0.577,199.301,pennsylvania
1999,0,203.141,0.616,203.757,pennsylvania
2000,0,214.216,0.612,214.828,pennsylvania
2001,0,209.973,0.734,210.707,pennsylvania
2002,0,222.175,0.671,222.846,pennsylvania
2003,0,212.357,0.654,213.011,pennsylvania
2004,0,221.7,0.91,222.61,pennsylvania
2005,0,227.308,1.096,228.404,pennsylvania
2006,0,231.859,0.918,232.777,pennsylvania
2007,0,234.063,1.093,235.156,pennsylvania
2008,0,218.09,1.06,219.15,pennsylvania
2009,0,212.367,1.046,213.412,pennsylvania
2010,0,207.649,1.263,208.913,pennsylvania
2011,0,200.339,1.348,201.688,pennsylvania
2012,0,195.327,1.493,196.82,pennsylvania
2013,0,196.294,1.339,197.633,pennsylvania
2014,0,197.91,2.103,200.013,pennsylvania
2015,0,203.637,1.954,205.591,pennsylvania
2016,0,210.479,2.263,212.742,pennsylvania
2017,0,214.993,2.275,217.269,pennsylvania
1980,0,170.065,0.845,170.91,rhode island
1981,0,168.454,0.835,169.289,rhode island
1982,0,159.542,0.717,160.259,rhode island
1983,0,161.19,0.565,161.754,rhode island
1984,0,169.558,0.626,170.184,rhode island
1985,0,168.697,0.794,169.491,rhode island
1986,0,174.541,0.679,175.22,rhode island
1987,0,183.676,1.031,184.707,rhode island
1988,0,194.338,1.048,195.385,rhode island
1989,0,200.73,1.059,201.789,rhode island
1990,0,202.12,1.103,203.222,rhode island
1991,0,191.463,1.008,192.472,rhode island
1992,0,191.362,0.828,192.19,rhode island
1993,0,187.509,0.681,188.189,rhode island
1994,0,195.9,0.688,196.588,rhode island
1995,0,199.858,1.061,200.919,rhode island
1996,0,203.176,1.064,204.24,rhode island
1997,0,197.277,1.296,198.573,rhode island
1998,0,198.725,0.577,199.301,rhode island
1999,0,203.141,0.616,203.757,rhode island
2000,0,214.216,0.612,214.828,rhode island
2001,0,209.973,0.734,210.707,rhode island
2002,0,222.175,0.671,222.846,rhode island
2003,0,212.357,0.654,213.011,rhode island
2004,0,221.7,0.91,222.61,rhode island
2005,0,227.308,1.096,228.404,rhode island
2006,0,231.859,0.918,232.777,rhode island
2007,0,234.063,1.093,235.156,rhode island
2008,0,218.09,1.06,219.15,rhode island
2009,0,212.367,1.046,213.412,rhode island
2010,0,207.649,1.263,208.913,rhode island
2011,0,200.339,1.348,201.688,rhode island
2012,0,195.327,1.493,196.82,rhode island
2013,0,196.294,1.339,197.633,rhode island
2014,0,197.91,2.103,200.013,rhode island
2015,0,203.637,1.954,205.591,rhode island
2016,0,210.479,2.263,212.742,rhode island
2017,0,214.993,2.275,217.269,rhode island
1980,0,170.065,0.845,170.91,south carolina
1981,0,168.454,0.835,169.289,south carolina
1982,0,159.542,0.717,160.259,south carolina
1983,0,161.19,0.565,161.754,south carolina
1984,0,169.558,0.626,170.184,south carolina
1985,0,168.697,0.794,169.491,south carolina
1986,0,174.541,0.679,175.22,south carolina
1987,0,183.676,1.031,184.707,south carolina
1988,0,194.338,1.048,195.385,south carolina
1989,0,200.73,1.059,201.789,south carolina
1990,0,202.12,1.103,203.222,south carolina
1991,0,191.463,1.008,192.472,south carolina
1992,0,191.362,0.828,192.19,south carolina
1993,0,187.509,0.681,188.189,south carolina
1994,0,195.9,0.688,196.588,south carolina
1995,0,199.858,1.061,200.919,south carolina
1996,0,203.176,1.064,204.24,south carolina
1997,0,197.277,1.296,198.573,south carolina
1998,0,198.725,0.577,199.301,south carolina
1999,0,203.141,0.616,203.757,south carolina
2000,0,214.216,0.612,214.828,south carolina
2001,0,209.973,0.734,210.707,south carolina
2002,0,222.175,0.671,222.846,south carolina
2003,0,212.357,0.654,213.011,south carolina
2004,0,221.7,0.91,222.61,south carolina
2005,0,227.308,1.096,228.404,south carolina
2006,0,231.859,0.918,232.777,south carolina
2007,0,234.063,1.093,235.156,south carolina
2008,0,218.09,1.06,219.15,south carolina
2009,0,212.367,1.046,213.412,south carolina
2010,0,207.649,1.263,208.913,south carolina
2011,0,200.339,1.348,201.688,south carolina
2012,0,195.327,1.493,196.82,south carolina
2013,0,196.294,1.339,197.633,south carolina
2014,0,197.91,2.103,200.013,south carolina
2015,0,203.637,1.954,205.591,south carolina
2016,0,210.479,2.263,212.742,south carolina
2017,0,214.993,2.275,217.269,south carolina
1980,0,170.065,0.845,170.91,south dakota
1981,0,168.454,0.835,169.289,south dakota
1982,0,159.542,0.717,160.259,south dakota
1983,0,161.19,0.565,161.754,south dakota
1984,0,169.558,0.626,170.184,south dakota
1985,0,168.697,0.794,169.491,south dakota
1986,0,174.541,0.679,175.22,south dakota
1987,0,183.676,1.031,184.707,south dakota
1988,0,194.338,1.048,195.385,south dakota
1989,0,200.73,1.059,201.789,south dakota
1990,0,202.12,1.103,203.222,south dakota
1991,0,191.463,1.008,192.472,south dakota
1992,0,191.362,0.828,192.19,south dakota
1993,0,187.509,0.681,188.189,south dakota
1994,0,195.9,0.688,196.588,south dakota
1995,0,199.858,1.061,200.919,south dakota
1996,0,203.176,1.064,204.24,south dakota
1997,0,197.277,1.296,198.573,south dakota
1998,0,198.725,0.577,199.301,south dakota
1999,0,203.141,0.616,203.757,south dakota
2000,0,214.216,0.612,214.828,south dakota
2001,0,209.973,0.734,210.707,south dakota
2002,0,222.175,0.671,222.846,south dakota
2003,0,212.357,0.654,213.011,south dakota
2004,0,221.7,0.91,222.61,south dakota
2005,0,227.308,1.096,228.404,south dakota
2006,0,231.859,0.918,232.777,south dakota
2007,0,234.063,1.093,235.156,south dakota
2008,0,218.09,1.06,219.15,south dakota
2009,0,212.367,1.046,213.412,south dakota
2010,0,207.649,1.263,208.913,south dakota
2011,0,200.339,1.348,201.688,south dakota
2012,0,195.327,1.493,196.82,south dakota
2013,0,196.294,1.339,197.633,south dakota
2014,0,197.91,2.103,200.013,south dakota
2015,0,203.637,1.954,205.591,south dakota
2016,0,210.479,2.263,212.742,south dakota
2017,0,214.993,2.275,217.269,south dakota
1980,0,170.065,0.845,170.91,tennessee
1981,0,168.454,0.835,169.289,tennessee
1982,0,159.542,0.717,160.259,tennessee
1983,0,161.19,0.565,161.754,tennessee
1984,0,169.558,0.626,170.184,tennessee
1985,0,168.697,0.794,169.491,tennessee
1986,0,174.541,0.679,175.22,tennessee
1987,0,183.676,1.031,184.707,tennessee
1988,0,194.338,1.048,195.385,tennessee
1989,0,200.73,1.059,201.789,tennessee
1990,0,202.12,1.103,203.222,tennessee
1991,0,191.463,1.008,192.472,tennessee
1992,0,191.362,0.828,192.19,tennessee
1993,0,187.509,0.681,188.189,tennessee
1994,0,195.9,0.688,196.588,tennessee
1995,0,199.858,1.061,200.919,tennessee
1996,0,203.176,1.064,204.24,tennessee
1997,0,197.277,1.296,198.573,tennessee
1998,0,198.725,0.577,199.301,tennessee
1999,0,203.141,0.616,203.757,tennessee
2000,0,214.216,0.612,214.828,tennessee
2001,0,209.973,0.734,210.707,tennessee
2002,0,222.175,0.671,222.846,tennessee
2003,0,212.357,0.654,213.011,tennessee
2004,0,221.7,0.91,222.61,tennessee
2005,0,227.308,1.096,228.404,tennessee
2006,0,231.859,0.918,232.777,tennessee
2007,0,234.063,1.093,235.156,tennessee
2008,0,218.09,1.06,219.15,tennessee
2009,0,212.367,1.046,213.412,tennessee
2010,0,207.649,1.263,208.913,tennessee
2011,0,200.339,1.348,201.688,tennessee
2012,0,195.327,1.493,196.82,tennessee
2013,0,196.294,1.339,197.633,tennessee
2014,0,197.91,2.103,200.013,tennessee
2015,0,203.637,1.954,205.591,tennessee
2016,0,210.479,2.263,212.742,tennessee
2017,0,214.993,2.275,217.269,tennessee
1980,0,170.065,0.845,170.91,texas
1981,0,168.454,0.835,169.289,texas
1982,0,159.542,0.717,160.259,texas
1983,0,161.19,0.565,161.754,texas
1984,0,169.558,0.626,170.184,texas
1985,0,168.697,0.794,169.491,texas
1986,0,174.541,0.679,175.22,texas
1987,0,183.676,1.031,184.707,texas
1988,0,194.338,1.048,195.385,texas
1989,0,200.73,1.059,201.789,texas
1990,0,202.12,1.103,203.222,texas
1991,0,191.463,1.008,192.472,texas
1992,0,191.362,0.828,192.19,texas
1993,0,187.509,0.681,188.189,texas
1994,0,195.9,0.688,196.588,texas
1995,0,199.858,1.061,200.919,texas
1996,0,203.176,1.064,204.24,texas
1997,0,197.277,1.296,198.573,texas
1998,0,198.725,0.577,199.301,texas
1999,0,203.141,0.616,203.757,texas
2000,0,214.216,0.612,214.828,texas
2001,0,209.973,0.734,210.707,texas
2002,0,222.175,0.671,222.846,texas
2003,0,212.357,0.654,213.011,texas
2004,0,221.7,0.91,222.61,texas
2005,0,227.308,1.096,228.404,texas
2006,0,231.859,0.918,232.777,texas
2007,0,234.063,1.093,235.156,texas
2008,0,218.09,1.06,219.15,texas
2009,0,212.367,1.046,213.412,texas
2010,0,207.649,1.263,208.913,texas
2011,0,200.339,1.348,201.688,texas
2012,0,195.327,1.493,196.82,texas
2013,0,196.294,1.339,197.633,texas
2014,0,197.91,2.103,200.013,texas
2015,0,203.637,1.954,205.591,texas
2016,0,210.479,2.263,212.742,texas
2017,0,214.993,2.275,217.269,texas
1980,0,170.065,0.845,170.91,Untitled
1981,0,168.454,0.835,169.289,Untitled
1982,0,159.542,0.717,160.259,Untitled
1983,0,161.19,0.565,161.754,Untitled
1984,0,169.558,0.626,170.184,Untitled
1985,0,168.697,0.794,169.491,Untitled
1986,0,174.541,0.679,175.22,Untitled
1987,0,183.676,1.031,184.707,Untitled
1988,0,194.338,1.048,195.385,Untitled
1989,0,200.73,1.059,201.789,Untitled
1990,0,202.12,1.103,203.222,Untitled
1991,0,191.463,1.008,192.472,Untitled
1992,0,191.362,0.828,192.19,Untitled
1993,0,187.509,0.681,188.189,Untitled
1994,0,195.9,0.688,196.588,Untitled
1995,0,199.858,1.061,200.919,Untitled
1996,0,203.176,1.064,204.24,Untitled
1997,0,197.277,1.296,198.573,Untitled
1998,0,198.725,0.577,199.301,Untitled
1999,0,203.141,0.616,203.757,Untitled
2000,0,214.216,0.612,214.828,Untitled
2001,0,209.973,0.734,210.707,Untitled
2002,0,222.175,0.671,222.846,Untitled
2003,0,212.357,0.654,213.011,Untitled
2004,0,221.7,0.91,222.61,Untitled
2005,0,227.308,1.096,228.404,Untitled
2006,0,231.859,0.918,232.777,Untitled
2007,0,234.063,1.093,235.156,Untitled
2008,0,218.09,1.06,219.15,Untitled
2009,0,212.367,1.046,213.412,Untitled
2010,0,207.649,1.263,208.913,Untitled
2011,0,200.339,1.348,201.688,Untitled
2012,0,195.327,1.493,196.82,Untitled
2013,0,196.294,1.339,197.633,Untitled
2014,0,197.91,2.103,200.013,Untitled
2015,0,203.637,1.954,205.591,Untitled
2016,0,210.479,2.263,212.742,Untitled
2017,0,214.993,2.275,217.269,Untitled
1980,0,170.065,0.845,170.91,utah
1981,0,168.454,0.835,169.289,utah
1982,0,159.542,0.717,160.259,utah
1983,0,161.19,0.565,161.754,utah
1984,0,169.558,0.626,170.184,utah
1985,0,168.697,0.794,169.491,utah
1986,0,174.541,0.679,175.22,utah
1987,0,183.676,1.031,184.707,utah
1988,0,194.338,1.048,195.385,utah
1989,0,200.73,1.059,201.789,utah
1990,0,202.12,1.103,203.222,utah
1991,0,191.463,1.008,192.472,utah
1992,0,191.362,0.828,192.19,utah
1993,0,187.509,0.681,188.189,utah
1994,0,195.9,0.688,196.588,utah
1995,0,199.858,1.061,200.919,utah
1996,0,203.176,1.064,204.24,utah
1997,0,197.277,1.296,198.573,utah
1998,0,198.725,0.577,199.301,utah
1999,0,203.141,0.616,203.757,utah
2000,0,214.216,0.612,214.828,utah
2001,0,209.973,0.734,210.707,utah
2002,0,222.175,0.671,222.846,utah
2003,0,212.357,0.654,213.011,utah
2004,0,221.7,0.91,222.61,utah
2005,0,227.308,1.096,228.404,utah
2006,0,231.859,0.918,232.777,utah
2007,0,234.063,1.093,235.156,utah
2008,0,218.09,1.06,219.15,utah
2009,0,212.367,1.046,213.412,utah
2010,0,207.649,1.263,208.913,utah
2011,0,200.339,1.348,201.688,utah
2012,0,195.327,1.493,196.82,utah
2013,0,196.294,1.339,197.633,utah
2014,0,197.91,2.103,200.013,utah
2015,0,203.637,1.954,205.591,utah
2016,0,210.479,2.263,212.742,utah
2017,0,214.993,2.275,217.269,utah
1980,0,170.065,0.845,170.91,vermont
1981,0,168.454,0.835,169.289,vermont
1982,0,159.542,0.717,160.259,vermont
1983,0,161.19,0.565,161.754,vermont
1984,0,169.558,0.626,170.184,vermont
1985,0,168.697,0.794,169.491,vermont
1986,0,174.541,0.679,175.22,vermont
1987,0,183.676,1.031,184.707,vermont
1988,0,194.338,1.048,195.385,vermont
1989,0,200.73,1.059,201.789,vermont
1990,0,202.12,1.103,203.222,vermont
1991,0,191.463,1.008,192.472,vermont
1992,0,191.362,0.828,192.19,vermont
1993,0,187.509,0.681,188.189,vermont
1994,0,195.9,0.688,196.588,vermont
1995,0,199.858,1.061,200.919,vermont
1996,0,203.176,1.064,204.24,vermont
1997,0,197.277,1.296,198.573,vermont
1998,0,198.725,0.577,199.301,vermont
1999,0,203.141,0.616,203.757,vermont
2000,0,214.216,0.612,214.828,vermont
2001,0,209.973,0.734,210.707,vermont
2002,0,222.175,0.671,222.846,vermont
2003,0,212.357,0.654,213.011,vermont
2004,0,221.7,0.91,222.61,vermont
2005,0,227.308,1.096,228.404,vermont
2006,0,231.859,0.918,232.777,vermont
2007,0,234.063,1.093,235.156,vermont
2008,0,218.09,1.06,219.15,vermont
2009,0,212.367,1.046,213.412,vermont
2010,0,207.649,1.263,208.913,vermont
2011,0,200.339,1.348,201.688,vermont
2012,0,195.327,1.493,196.82,vermont
2013,0,196.294,1.339,197.633,vermont
2014,0,197.91,2.103,200.013,vermont
2015,0,203.637,1.954,205.591,vermont
2016,0,210.479,2.263,212.742,vermont
2017,0,214.993,2.275,217.269,vermont
1980,0,170.065,0.845,170.91,virginia
1981,0,168.454,0.835,169.289,virginia
1982,0,159.542,0.717,160.259,virginia
1983,0,161.19,0.565,161.754,virginia
1984,0,169.558,0.626,170.184,virginia
1985,0,168.697,0.794,169.491,virginia
1986,0,174.541,0.679,175.22,virginia
1987,0,183.676,1.031,184.707,virginia
1988,0,194.338,1.048,195.385,virginia
1989,0,200.73,1.059,201.789,virginia
1990,0,202.12,1.103,203.222,virginia
1991,0,191.463,1.008,192.472,virginia
1992,0,191.362,0.828,192.19,virginia
1993,0,187.509,0.681,188.189,virginia
1994,0,195.9,0.688,196.588,virginia
1995,0,199.858,1.061,200.919,virginia
1996,0,203.176,1.064,204.24,virginia
1997,0,197.277,1.296,198.573,virginia
1998,0,198.725,0.577,199.301,virginia
1999,0,203.141,0.616,203.757,virginia
2000,0,214.216,0.612,214.828,virginia
2001,0,209.973,0.734,210.707,virginia
2002,0,222.175,0.671,222.846,virginia
2003,0,212.357,0.654,213.011,virginia
2004,0,221.7,0.91,222.61,virginia
2005,0,227.308,1.096,228.404,virginia
2006,0,231.859,0.918,232.777,virginia
2007,0,234.063,1.093,235.156,virginia
2008,0,218.09,1.06,219.15,virginia
2009,0,212.367,1.046,213.412,virginia
2010,0,207.649,1.263,208.913,virginia
2011,0,200.339,1.348,201.688,virginia
2012,0,195.327,1.493,196.82,virginia
2013,0,196.294,1.339,197.633,virginia
2014,0,197.91,2.103,200.013,virginia
2015,0,203.637,1.954,205.591,virginia
2016,0,210.479,2.263,212.742,virginia
2017,0,214.993,2.275,217.269,virginia
1980,0,170.065,0.845,170.91,washington
1981,0,168.454,0.835,169.289,washington
1982,0,159.542,0.717,160.259,washington
1983,0,161.19,0.565,161.754,washington
1984,0,169.558,0.626,170.184,washington
1985,0,168.697,0.794,169.491,washington
1986,0,174.541,0.679,175.22,washington
1987,0,183.676,1.031,184.707,washington
1988,0,194.338,1.048,195.385,washington
1989,0,200.73,1.059,201.789,washington
1990,0,202.12,1.103,203.222,washington
1991,0,191.463,1.008,192.472,washington
1992,0,191.362,0.828,192.19,washington
1993,0,187.509,0.681,188.189,washington
1994,0,195.9,0.688,196.588,washington
1995,0,199.858,1.061,200.919,washington
1996,0,203.176,1.064,204.24,washington
1997,0,197.277,1.296,198.573,washington
1998,0,198.725,0.577,199.301,washington
1999,0,203.141,0.616,203.757,washington
2000,0,214.216,0.612,214.828,washington
2001,0,209.973,0.734,210.707,washington
2002,0,222.175,0.671,222.846,washington
2003,0,212.357,0.654,213.011,washington
2004,0,221.7,0.91,222.61,washington
2005,0,227.308,1.096,228.404,washington
2006,0,231.859,0.918,232.777,washington
2007,0,234.063,1.093,235.156,washington
2008,0,218.09,1.06,219.15,washington
2009,0,212.367,1.046,213.412,washington
2010,0,207.649,1.263,208.913,washington
2011,0,200.339,1.348,201.688,washington
2012,0,195.327,1.493,196.82,washington
2013,0,196.294,1.339,197.633,washington
2014,0,197.91,2.103,200.013,washington
2015,0,203.637,1.954,205.591,washington
2016,0,210.479,2.263,212.742,washington
2017,0,214.993,2.275,217.269,washington
1980,0,170.065,0.845,170.91,west virginia
1981,0,168.454,0.835,169.289,west virginia
1982,0,159.542,0.717,160.259,west virginia
1983,0,161.19,0.565,161.754,west virginia
1984,0,169.558,0.626,170.184,west virginia
1985,0,168.697,0.794,169.491,west virginia
1986,0,174.541,0.679,175.22,west virginia
1987,0,183.676,1.031,184.707,west virginia
1988,0,194.338,1.048,195.385,west virginia
1989,0,200.73,1.059,201.789,west virginia
1990,0,202.12,1.103,203.222,west virginia
1991,0,191.463,1.008,192.472,west virginia
1992,0,191.362,0.828,192.19,west virginia
1993,0,187.509,0.681,188.189,west virginia
1994,0,195.9,0.688,196.588,west virginia
1995,0,199.858,1.061,200.919,west virginia
1996,0,203.176,1.064,204.24,west virginia
1997,0,197.277,1.296,198.573,west virginia
1998,0,198.725,0.577,199.301,west virginia
1999,0,203.141,0.616,203.757,west virginia
2000,0,214.216,0.612,214.828,west virginia
2001,0,209.973,0.734,210.707,west virginia
2002,0,222.175,0.671,222.846,west virginia
2003,0,212.357,0.654,213.011,west virginia
2004,0,221.7,0.91,222.61,west virginia
2005,0,227.308,1.096,228.404,west virginia
2006,0,231.859,0.918,232.777,west virginia
2007,0,234.063,1.093,235.156,west virginia
2008,0,218.09,1.06,219.15,west virginia
2009,0,212.367,1.046,213.412,west virginia
2010,0,207.649,1.263,208.913,west virginia
2011,0,200.339,1.348,201.688,west virginia
2012,0,195.327,1.493,196.82,west virginia
2013,0,196.294,1.339,197.633,west virginia
2014,0,197.91,2.103,200.013,west virginia
2015,0,203.637,1.954,205.591,west virginia
2016,0,210.479,2.263,212.742,west virginia
2017,0,214.993,2.275,217.269,west virginia
1980,0,170.065,0.845,170.91,wisconsin
1981,0,168.454,0.835,169.289,wisconsin
1982,0,159.542,0.717,160.259,wisconsin
1983,0,161.19,0.565,161.754,wisconsin
1984,0,169.558,0.626,170.184,wisconsin
1985,0,168.697,0.794,169.491,wisconsin
1986,0,174.541,0.679,175.22,wisconsin
1987,0,183.676,1.031,184.707,wisconsin
1988,0,194.338,1.048,195.385,wisconsin
1989,0,200.73,1.059,201.789,wisconsin
1990,0,202.12,1.103,203.222,wisconsin
1991,0,191.463,1.008,192.472,wisconsin
1992,0,191.362,0.828,192.19,wisconsin
1993,0,187.509,0.681,188.189,wisconsin
1994,0,195.9,0.688,196.588,wisconsin
1995,0,199.858,1.061,200.919,wisconsin
1996,0,203.176,1.064,204.24,wisconsin
1997,0,197.277,1.296,198.573,wisconsin
1998,0,198.725,0.577,199.301,wisconsin
1999,0,203.141,0.616,203.757,wisconsin
2000,0,214.216,0.612,214.828,wisconsin
2001,0,209.973,0.734,210.707,wisconsin
2002,0,222.175,0.671,222.846,wisconsin
2003,0,212.357,0.654,213.011,wisconsin
2004,0,221.7,0.91,222.61,wisconsin
2005,0,227.308,1.096,228.404,wisconsin
2006,0,231.859,0.918,232.777,wisconsin
2007,0,234.063,1.093,235.156,wisconsin
2008,0,218.09,1.06,219.15,wisconsin
2009,0,212.367,1.046,213.412,wisconsin
2010,0,207.649,1.263,208.913,wisconsin
2011,0,200.339,1.348,201.688,wisconsin
2012,0,195.327,1.493,196.82,wisconsin
2013,0,196.294,1.339,197.633,wisconsin
2014,0,197.91,2.103,200.013,wisconsin
2015,0,203.637,1.954,205.591,wisconsin
2016,0,210.479,2.263,212.742,wisconsin
2017,0,214.993,2.275,217.269,wisconsin
1980,0,170.065,0.845,170.91,wyoming
1981,0,168.454,0.835,169.289,wyoming
1982,0,159.542,0.717,160.259,wyoming
1983,0,161.19,0.565,161.754,wyoming
1984,0,169.558,0.626,170.184,wyoming
1985,0,168.697,0.794,169.491,wyoming
1986,0,174.541,0.679,175.22,wyoming
1987,0,183.676,1.031,184.707,wyoming
1988,0,194.338,1.048,195.385,wyoming
1989,0,200.73,1.059,201.789,wyoming
1990,0,202.12,1.103,203.222,wyoming
1991,0,191.463,1.008,192.472,wyoming
1992,0,191.362,0.828,192.19,wyoming
1993,0,187.509,0.681,188.189,wyoming
1994,0,195.9,0.688,196.588,wyoming
1995,0,199.858,1.061,200.919,wyoming
1996,0,203.176,1.064,204.24,wyoming
1997,0,197.277,1.296,198.573,wyoming
1998,0,198.725,0.577,199.301,wyoming
1999,0,203.141,0.616,203.757,wyoming
2000,0,214.216,0.612,214.828,wyoming
2001,0,209.973,0.734,210.707,wyoming
2002,0,222.175,0.671,222.846,wyoming
2003,0,212.357,0.654,213.011,wyoming
2004,0,221.7,0.91,222.61,wyoming
2005,0,227.308,1.096,228.404,wyoming
