Year,Coal,Petroleum Products,Natural Gas,Total,Sname
1980,0.002,1.078,29.309,30.389,alabama
1981,0.001,0.98,27.055,28.036,alabama
1982,0.001,0.966,29.845,30.812,alabama
1983,0.001,1.173,27.534,28.708,alabama
1984,0.014,1.022,25.998,27.034,alabama
1985,0.026,1.209,29.064,30.299,alabama
1986,0,1.041,25.535,26.576,alabama
1987,0,1.238,27.408,28.646,alabama
1988,0.003,1.348,27.136,28.487,alabama
1989,0.005,1.465,28.365,29.835,alabama
1990,0.011,1.325,28.171,29.507,alabama
1991,0.018,1.57,27.701,29.289,alabama
1992,0,1.115,26.119,27.234,alabama
1993,0.057,1.178,27.592,28.827,alabama
1994,0.055,1.163,28.172,29.39,alabama
1995,0.039,1.13,25.612,26.78,alabama
1996,0.047,0.958,25.973,26.978,alabama
1997,0.026,0.894,25.844,26.764,alabama
1998,0.029,1.443,30.822,32.294,alabama
1999,0.008,1.344,30.606,31.958,alabama
2000,0.006,1.332,26.219,27.556,alabama
2001,0,1.033,27.623,28.656,alabama
2002,0,1.041,27.634,28.675,alabama
2003,0,1.408,26.946,28.354,alabama
2004,0.002,1.723,27.71,29.435,alabama
2005,0.003,1.953,26.257,28.213,alabama
2006,0,1.721,26.687,28.408,alabama
2007,0,1.734,26.889,28.624,alabama
2008,0,2.097,26.679,28.776,alabama
2009,0,2.115,26.194,28.309,alabama
2010,0,2.094,26.822,28.916,alabama
2011,0,1.945,27.717,29.662,alabama
2012,0,1.451,25.871,27.323,alabama
2013,0,1.472,26.229,27.701,alabama
2014,0,1.226,21.687,22.913,alabama
2015,0,1.36,22.068,23.428,alabama
2016,0,1.488,22.623,24.111,alabama
2017,0,1.417,23.68,25.097,alabama
1980,0.002,1.078,29.309,30.389,alaska
1981,0.001,0.98,27.055,28.036,alaska
1982,0.001,0.966,29.845,30.812,alaska
1983,0.001,1.173,27.534,28.708,alaska
1984,0.014,1.022,25.998,27.034,alaska
1985,0.026,1.209,29.064,30.299,alaska
1986,0,1.041,25.535,26.576,alaska
1987,0,1.238,27.408,28.646,alaska
1988,0.003,1.348,27.136,28.487,alaska
1989,0.005,1.465,28.365,29.835,alaska
1990,0.011,1.325,28.171,29.507,alaska
1991,0.018,1.57,27.701,29.289,alaska
1992,0,1.115,26.119,27.234,alaska
1993,0.057,1.178,27.592,28.827,alaska
1994,0.055,1.163,28.172,29.39,alaska
1995,0.039,1.13,25.612,26.78,alaska
1996,0.047,0.958,25.973,26.978,alaska
1997,0.026,0.894,25.844,26.764,alaska
1998,0.029,1.443,30.822,32.294,alaska
1999,0.008,1.344,30.606,31.958,alaska
2000,0.006,1.332,26.219,27.556,alaska
2001,0,1.033,27.623,28.656,alaska
2002,0,1.041,27.634,28.675,alaska
2003,0,1.408,26.946,28.354,alaska
2004,0.002,1.723,27.71,29.435,alaska
2005,0.003,1.953,26.257,28.213,alaska
2006,0,1.721,26.687,28.408,alaska
2007,0,1.734,26.889,28.624,alaska
2008,0,2.097,26.679,28.776,alaska
2009,0,2.115,26.194,28.309,alaska
2010,0,2.094,26.822,28.916,alaska
2011,0,1.945,27.717,29.662,alaska
2012,0,1.451,25.871,27.323,alaska
2013,0,1.472,26.229,27.701,alaska
2014,0,1.226,21.687,22.913,alaska
2015,0,1.36,22.068,23.428,alaska
2016,0,1.488,22.623,24.111,alaska
2017,0,1.417,23.68,25.097,alaska
1980,0.002,1.078,29.309,30.389,arizona
1981,0.001,0.98,27.055,28.036,arizona
1982,0.001,0.966,29.845,30.812,arizona
1983,0.001,1.173,27.534,28.708,arizona
1984,0.014,1.022,25.998,27.034,arizona
1985,0.026,1.209,29.064,30.299,arizona
1986,0,1.041,25.535,26.576,arizona
1987,0,1.238,27.408,28.646,arizona
1988,0.003,1.348,27.136,28.487,arizona
1989,0.005,1.465,28.365,29.835,arizona
1990,0.011,1.325,28.171,29.507,arizona
1991,0.018,1.57,27.701,29.289,arizona
1992,0,1.115,26.119,27.234,arizona
1993,0.057,1.178,27.592,28.827,arizona
1994,0.055,1.163,28.172,29.39,arizona
1995,0.039,1.13,25.612,26.78,arizona
1996,0.047,0.958,25.973,26.978,arizona
1997,0.026,0.894,25.844,26.764,arizona
1998,0.029,1.443,30.822,32.294,arizona
1999,0.008,1.344,30.606,31.958,arizona
2000,0.006,1.332,26.219,27.556,arizona
2001,0,1.033,27.623,28.656,arizona
2002,0,1.041,27.634,28.675,arizona
2003,0,1.408,26.946,28.354,arizona
2004,0.002,1.723,27.71,29.435,arizona
2005,0.003,1.953,26.257,28.213,arizona
2006,0,1.721,26.687,28.408,arizona
2007,0,1.734,26.889,28.624,arizona
2008,0,2.097,26.679,28.776,arizona
2009,0,2.115,26.194,28.309,arizona
2010,0,2.094,26.822,28.916,arizona
2011,0,1.945,27.717,29.662,arizona
2012,0,1.451,25.871,27.323,arizona
2013,0,1.472,26.229,27.701,arizona
2014,0,1.226,21.687,22.913,arizona
2015,0,1.36,22.068,23.428,arizona
2016,0,1.488,22.623,24.111,arizona
2017,0,1.417,23.68,25.097,arizona
1980,0.002,1.078,29.309,30.389,arkansas
1981,0.001,0.98,27.055,28.036,arkansas
1982,0.001,0.966,29.845,30.812,arkansas
1983,0.001,1.173,27.534,28.708,arkansas
1984,0.014,1.022,25.998,27.034,arkansas
1985,0.026,1.209,29.064,30.299,arkansas
1986,0,1.041,25.535,26.576,arkansas
1987,0,1.238,27.408,28.646,arkansas
1988,0.003,1.348,27.136,28.487,arkansas
1989,0.005,1.465,28.365,29.835,arkansas
1990,0.011,1.325,28.171,29.507,arkansas
1991,0.018,1.57,27.701,29.289,arkansas
1992,0,1.115,26.119,27.234,arkansas
1993,0.057,1.178,27.592,28.827,arkansas
1994,0.055,1.163,28.172,29.39,arkansas
1995,0.039,1.13,25.612,26.78,arkansas
1996,0.047,0.958,25.973,26.978,arkansas
1997,0.026,0.894,25.844,26.764,arkansas
1998,0.029,1.443,30.822,32.294,arkansas
1999,0.008,1.344,30.606,31.958,arkansas
2000,0.006,1.332,26.219,27.556,arkansas
2001,0,1.033,27.623,28.656,arkansas
2002,0,1.041,27.634,28.675,arkansas
2003,0,1.408,26.946,28.354,arkansas
2004,0.002,1.723,27.71,29.435,arkansas
2005,0.003,1.953,26.257,28.213,arkansas
2006,0,1.721,26.687,28.408,arkansas
2007,0,1.734,26.889,28.624,arkansas
2008,0,2.097,26.679,28.776,arkansas
2009,0,2.115,26.194,28.309,arkansas
2010,0,2.094,26.822,28.916,arkansas
2011,0,1.945,27.717,29.662,arkansas
2012,0,1.451,25.871,27.323,arkansas
2013,0,1.472,26.229,27.701,arkansas
2014,0,1.226,21.687,22.913,arkansas
2015,0,1.36,22.068,23.428,arkansas
2016,0,1.488,22.623,24.111,arkansas
2017,0,1.417,23.68,25.097,arkansas
1980,0.002,1.078,29.309,30.389,california
1981,0.001,0.98,27.055,28.036,california
1982,0.001,0.966,29.845,30.812,california
1983,0.001,1.173,27.534,28.708,california
1984,0.014,1.022,25.998,27.034,california
1985,0.026,1.209,29.064,30.299,california
1986,0,1.041,25.535,26.576,california
1987,0,1.238,27.408,28.646,california
1988,0.003,1.348,27.136,28.487,california
1989,0.005,1.465,28.365,29.835,california
1990,0.011,1.325,28.171,29.507,california
1991,0.018,1.57,27.701,29.289,california
1992,0,1.115,26.119,27.234,california
1993,0.057,1.178,27.592,28.827,california
1994,0.055,1.163,28.172,29.39,california
1995,0.039,1.13,25.612,26.78,california
1996,0.047,0.958,25.973,26.978,california
1997,0.026,0.894,25.844,26.764,california
1998,0.029,1.443,30.822,32.294,california
1999,0.008,1.344,30.606,31.958,california
2000,0.006,1.332,26.219,27.556,california
2001,0,1.033,27.623,28.656,california
2002,0,1.041,27.634,28.675,california
2003,0,1.408,26.946,28.354,california
2004,0.002,1.723,27.71,29.435,california
2005,0.003,1.953,26.257,28.213,california
2006,0,1.721,26.687,28.408,california
2007,0,1.734,26.889,28.624,california
2008,0,2.097,26.679,28.776,california
2009,0,2.115,26.194,28.309,california
2010,0,2.094,26.822,28.916,california
2011,0,1.945,27.717,29.662,california
2012,0,1.451,25.871,27.323,california
2013,0,1.472,26.229,27.701,california
2014,0,1.226,21.687,22.913,california
2015,0,1.36,22.068,23.428,california
2016,0,1.488,22.623,24.111,california
2017,0,1.417,23.68,25.097,california
1980,0.002,1.078,29.309,30.389,colorado
1981,0.001,0.98,27.055,28.036,colorado
1982,0.001,0.966,29.845,30.812,colorado
1983,0.001,1.173,27.534,28.708,colorado
1984,0.014,1.022,25.998,27.034,colorado
1985,0.026,1.209,29.064,30.299,colorado
1986,0,1.041,25.535,26.576,colorado
1987,0,1.238,27.408,28.646,colorado
1988,0.003,1.348,27.136,28.487,colorado
1989,0.005,1.465,28.365,29.835,colorado
1990,0.011,1.325,28.171,29.507,colorado
1991,0.018,1.57,27.701,29.289,colorado
1992,0,1.115,26.119,27.234,colorado
1993,0.057,1.178,27.592,28.827,colorado
1994,0.055,1.163,28.172,29.39,colorado
1995,0.039,1.13,25.612,26.78,colorado
1996,0.047,0.958,25.973,26.978,colorado
1997,0.026,0.894,25.844,26.764,colorado
1998,0.029,1.443,30.822,32.294,colorado
1999,0.008,1.344,30.606,31.958,colorado
2000,0.006,1.332,26.219,27.556,colorado
2001,0,1.033,27.623,28.656,colorado
2002,0,1.041,27.634,28.675,colorado
2003,0,1.408,26.946,28.354,colorado
2004,0.002,1.723,27.71,29.435,colorado
2005,0.003,1.953,26.257,28.213,colorado
2006,0,1.721,26.687,28.408,colorado
2007,0,1.734,26.889,28.624,colorado
2008,0,2.097,26.679,28.776,colorado
2009,0,2.115,26.194,28.309,colorado
2010,0,2.094,26.822,28.916,colorado
2011,0,1.945,27.717,29.662,colorado
2012,0,1.451,25.871,27.323,colorado
2013,0,1.472,26.229,27.701,colorado
2014,0,1.226,21.687,22.913,colorado
2015,0,1.36,22.068,23.428,colorado
2016,0,1.488,22.623,24.111,colorado
2017,0,1.417,23.68,25.097,colorado
1980,0.002,1.078,29.309,30.389,connecticut
1981,0.001,0.98,27.055,28.036,connecticut
1982,0.001,0.966,29.845,30.812,connecticut
1983,0.001,1.173,27.534,28.708,connecticut
1984,0.014,1.022,25.998,27.034,connecticut
1985,0.026,1.209,29.064,30.299,connecticut
1986,0,1.041,25.535,26.576,connecticut
1987,0,1.238,27.408,28.646,connecticut
1988,0.003,1.348,27.136,28.487,connecticut
1989,0.005,1.465,28.365,29.835,connecticut
1990,0.011,1.325,28.171,29.507,connecticut
1991,0.018,1.57,27.701,29.289,connecticut
1992,0,1.115,26.119,27.234,connecticut
1993,0.057,1.178,27.592,28.827,connecticut
1994,0.055,1.163,28.172,29.39,connecticut
1995,0.039,1.13,25.612,26.78,connecticut
1996,0.047,0.958,25.973,26.978,connecticut
1997,0.026,0.894,25.844,26.764,connecticut
1998,0.029,1.443,30.822,32.294,connecticut
1999,0.008,1.344,30.606,31.958,connecticut
2000,0.006,1.332,26.219,27.556,connecticut
2001,0,1.033,27.623,28.656,connecticut
2002,0,1.041,27.634,28.675,connecticut
2003,0,1.408,26.946,28.354,connecticut
2004,0.002,1.723,27.71,29.435,connecticut
2005,0.003,1.953,26.257,28.213,connecticut
2006,0,1.721,26.687,28.408,connecticut
2007,0,1.734,26.889,28.624,connecticut
2008,0,2.097,26.679,28.776,connecticut
2009,0,2.115,26.194,28.309,connecticut
2010,0,2.094,26.822,28.916,connecticut
2011,0,1.945,27.717,29.662,connecticut
2012,0,1.451,25.871,27.323,connecticut
2013,0,1.472,26.229,27.701,connecticut
2014,0,1.226,21.687,22.913,connecticut
2015,0,1.36,22.068,23.428,connecticut
2016,0,1.488,22.623,24.111,connecticut
2017,0,1.417,23.68,25.097,connecticut
1980,0.002,1.078,29.309,30.389,delaware
1981,0.001,0.98,27.055,28.036,delaware
1982,0.001,0.966,29.845,30.812,delaware
1983,0.001,1.173,27.534,28.708,delaware
1984,0.014,1.022,25.998,27.034,delaware
1985,0.026,1.209,29.064,30.299,delaware
1986,0,1.041,25.535,26.576,delaware
1987,0,1.238,27.408,28.646,delaware
1988,0.003,1.348,27.136,28.487,delaware
1989,0.005,1.465,28.365,29.835,delaware
1990,0.011,1.325,28.171,29.507,delaware
1991,0.018,1.57,27.701,29.289,delaware
1992,0,1.115,26.119,27.234,delaware
1993,0.057,1.178,27.592,28.827,delaware
1994,0.055,1.163,28.172,29.39,delaware
1995,0.039,1.13,25.612,26.78,delaware
1996,0.047,0.958,25.973,26.978,delaware
1997,0.026,0.894,25.844,26.764,delaware
1998,0.029,1.443,30.822,32.294,delaware
1999,0.008,1.344,30.606,31.958,delaware
2000,0.006,1.332,26.219,27.556,delaware
2001,0,1.033,27.623,28.656,delaware
2002,0,1.041,27.634,28.675,delaware
2003,0,1.408,26.946,28.354,delaware
2004,0.002,1.723,27.71,29.435,delaware
2005,0.003,1.953,26.257,28.213,delaware
2006,0,1.721,26.687,28.408,delaware
2007,0,1.734,26.889,28.624,delaware
2008,0,2.097,26.679,28.776,delaware
2009,0,2.115,26.194,28.309,delaware
2010,0,2.094,26.822,28.916,delaware
2011,0,1.945,27.717,29.662,delaware
2012,0,1.451,25.871,27.323,delaware
2013,0,1.472,26.229,27.701,delaware
2014,0,1.226,21.687,22.913,delaware
2015,0,1.36,22.068,23.428,delaware
2016,0,1.488,22.623,24.111,delaware
2017,0,1.417,23.68,25.097,delaware
1980,0.002,1.078,29.309,30.389,district of columbia
1981,0.001,0.98,27.055,28.036,district of columbia
1982,0.001,0.966,29.845,30.812,district of columbia
1983,0.001,1.173,27.534,28.708,district of columbia
1984,0.014,1.022,25.998,27.034,district of columbia
1985,0.026,1.209,29.064,30.299,district of columbia
1986,0,1.041,25.535,26.576,district of columbia
1987,0,1.238,27.408,28.646,district of columbia
1988,0.003,1.348,27.136,28.487,district of columbia
1989,0.005,1.465,28.365,29.835,district of columbia
1990,0.011,1.325,28.171,29.507,district of columbia
1991,0.018,1.57,27.701,29.289,district of columbia
1992,0,1.115,26.119,27.234,district of columbia
1993,0.057,1.178,27.592,28.827,district of columbia
1994,0.055,1.163,28.172,29.39,district of columbia
1995,0.039,1.13,25.612,26.78,district of columbia
1996,0.047,0.958,25.973,26.978,district of columbia
1997,0.026,0.894,25.844,26.764,district of columbia
1998,0.029,1.443,30.822,32.294,district of columbia
1999,0.008,1.344,30.606,31.958,district of columbia
2000,0.006,1.332,26.219,27.556,district of columbia
2001,0,1.033,27.623,28.656,district of columbia
2002,0,1.041,27.634,28.675,district of columbia
2003,0,1.408,26.946,28.354,district of columbia
2004,0.002,1.723,27.71,29.435,district of columbia
2005,0.003,1.953,26.257,28.213,district of columbia
2006,0,1.721,26.687,28.408,district of columbia
2007,0,1.734,26.889,28.624,district of columbia
2008,0,2.097,26.679,28.776,district of columbia
2009,0,2.115,26.194,28.309,district of columbia
2010,0,2.094,26.822,28.916,district of columbia
2011,0,1.945,27.717,29.662,district of columbia
2012,0,1.451,25.871,27.323,district of columbia
2013,0,1.472,26.229,27.701,district of columbia
2014,0,1.226,21.687,22.913,district of columbia
2015,0,1.36,22.068,23.428,district of columbia
2016,0,1.488,22.623,24.111,district of columbia
2017,0,1.417,23.68,25.097,district of columbia
1980,0.002,1.078,29.309,30.389,florida
1981,0.001,0.98,27.055,28.036,florida
1982,0.001,0.966,29.845,30.812,florida
1983,0.001,1.173,27.534,28.708,florida
1984,0.014,1.022,25.998,27.034,florida
1985,0.026,1.209,29.064,30.299,florida
1986,0,1.041,25.535,26.576,florida
1987,0,1.238,27.408,28.646,florida
1988,0.003,1.348,27.136,28.487,florida
1989,0.005,1.465,28.365,29.835,florida
1990,0.011,1.325,28.171,29.507,florida
1991,0.018,1.57,27.701,29.289,florida
1992,0,1.115,26.119,27.234,florida
1993,0.057,1.178,27.592,28.827,florida
1994,0.055,1.163,28.172,29.39,florida
1995,0.039,1.13,25.612,26.78,florida
1996,0.047,0.958,25.973,26.978,florida
1997,0.026,0.894,25.844,26.764,florida
1998,0.029,1.443,30.822,32.294,florida
1999,0.008,1.344,30.606,31.958,florida
2000,0.006,1.332,26.219,27.556,florida
2001,0,1.033,27.623,28.656,florida
2002,0,1.041,27.634,28.675,florida
2003,0,1.408,26.946,28.354,florida
2004,0.002,1.723,27.71,29.435,florida
2005,0.003,1.953,26.257,28.213,florida
2006,0,1.721,26.687,28.408,florida
2007,0,1.734,26.889,28.624,florida
2008,0,2.097,26.679,28.776,florida
2009,0,2.115,26.194,28.309,florida
2010,0,2.094,26.822,28.916,florida
2011,0,1.945,27.717,29.662,florida
2012,0,1.451,25.871,27.323,florida
2013,0,1.472,26.229,27.701,florida
2014,0,1.226,21.687,22.913,florida
2015,0,1.36,22.068,23.428,florida
2016,0,1.488,22.623,24.111,florida
2017,0,1.417,23.68,25.097,florida
1980,0.002,1.078,29.309,30.389,georgia
1981,0.001,0.98,27.055,28.036,georgia
1982,0.001,0.966,29.845,30.812,georgia
1983,0.001,1.173,27.534,28.708,georgia
1984,0.014,1.022,25.998,27.034,georgia
1985,0.026,1.209,29.064,30.299,georgia
1986,0,1.041,25.535,26.576,georgia
1987,0,1.238,27.408,28.646,georgia
1988,0.003,1.348,27.136,28.487,georgia
1989,0.005,1.465,28.365,29.835,georgia
1990,0.011,1.325,28.171,29.507,georgia
1991,0.018,1.57,27.701,29.289,georgia
1992,0,1.115,26.119,27.234,georgia
1993,0.057,1.178,27.592,28.827,georgia
1994,0.055,1.163,28.172,29.39,georgia
1995,0.039,1.13,25.612,26.78,georgia
1996,0.047,0.958,25.973,26.978,georgia
1997,0.026,0.894,25.844,26.764,georgia
1998,0.029,1.443,30.822,32.294,georgia
1999,0.008,1.344,30.606,31.958,georgia
2000,0.006,1.332,26.219,27.556,georgia
2001,0,1.033,27.623,28.656,georgia
2002,0,1.041,27.634,28.675,georgia
2003,0,1.408,26.946,28.354,georgia
2004,0.002,1.723,27.71,29.435,georgia
2005,0.003,1.953,26.257,28.213,georgia
2006,0,1.721,26.687,28.408,georgia
2007,0,1.734,26.889,28.624,georgia
2008,0,2.097,26.679,28.776,georgia
2009,0,2.115,26.194,28.309,georgia
2010,0,2.094,26.822,28.916,georgia
2011,0,1.945,27.717,29.662,georgia
2012,0,1.451,25.871,27.323,georgia
2013,0,1.472,26.229,27.701,georgia
2014,0,1.226,21.687,22.913,georgia
2015,0,1.36,22.068,23.428,georgia
2016,0,1.488,22.623,24.111,georgia
2017,0,1.417,23.68,25.097,georgia
1980,0.002,1.078,29.309,30.389,hawaii
1981,0.001,0.98,27.055,28.036,hawaii
1982,0.001,0.966,29.845,30.812,hawaii
1983,0.001,1.173,27.534,28.708,hawaii
1984,0.014,1.022,25.998,27.034,hawaii
1985,0.026,1.209,29.064,30.299,hawaii
1986,0,1.041,25.535,26.576,hawaii
1987,0,1.238,27.408,28.646,hawaii
1988,0.003,1.348,27.136,28.487,hawaii
1989,0.005,1.465,28.365,29.835,hawaii
1990,0.011,1.325,28.171,29.507,hawaii
1991,0.018,1.57,27.701,29.289,hawaii
1992,0,1.115,26.119,27.234,hawaii
1993,0.057,1.178,27.592,28.827,hawaii
1994,0.055,1.163,28.172,29.39,hawaii
1995,0.039,1.13,25.612,26.78,hawaii
1996,0.047,0.958,25.973,26.978,hawaii
1997,0.026,0.894,25.844,26.764,hawaii
1998,0.029,1.443,30.822,32.294,hawaii
1999,0.008,1.344,30.606,31.958,hawaii
2000,0.006,1.332,26.219,27.556,hawaii
2001,0,1.033,27.623,28.656,hawaii
2002,0,1.041,27.634,28.675,hawaii
2003,0,1.408,26.946,28.354,hawaii
2004,0.002,1.723,27.71,29.435,hawaii
2005,0.003,1.953,26.257,28.213,hawaii
2006,0,1.721,26.687,28.408,hawaii
2007,0,1.734,26.889,28.624,hawaii
2008,0,2.097,26.679,28.776,hawaii
2009,0,2.115,26.194,28.309,hawaii
2010,0,2.094,26.822,28.916,hawaii
2011,0,1.945,27.717,29.662,hawaii
2012,0,1.451,25.871,27.323,hawaii
2013,0,1.472,26.229,27.701,hawaii
2014,0,1.226,21.687,22.913,hawaii
2015,0,1.36,22.068,23.428,hawaii
2016,0,1.488,22.623,24.111,hawaii
2017,0,1.417,23.68,25.097,hawaii
1980,0.002,1.078,29.309,30.389,idaho
1981,0.001,0.98,27.055,28.036,idaho
1982,0.001,0.966,29.845,30.812,idaho
1983,0.001,1.173,27.534,28.708,idaho
1984,0.014,1.022,25.998,27.034,idaho
1985,0.026,1.209,29.064,30.299,idaho
1986,0,1.041,25.535,26.576,idaho
1987,0,1.238,27.408,28.646,idaho
1988,0.003,1.348,27.136,28.487,idaho
1989,0.005,1.465,28.365,29.835,idaho
1990,0.011,1.325,28.171,29.507,idaho
1991,0.018,1.57,27.701,29.289,idaho
1992,0,1.115,26.119,27.234,idaho
1993,0.057,1.178,27.592,28.827,idaho
1994,0.055,1.163,28.172,29.39,idaho
1995,0.039,1.13,25.612,26.78,idaho
1996,0.047,0.958,25.973,26.978,idaho
1997,0.026,0.894,25.844,26.764,idaho
1998,0.029,1.443,30.822,32.294,idaho
1999,0.008,1.344,30.606,31.958,idaho
2000,0.006,1.332,26.219,27.556,idaho
2001,0,1.033,27.623,28.656,idaho
2002,0,1.041,27.634,28.675,idaho
2003,0,1.408,26.946,28.354,idaho
2004,0.002,1.723,27.71,29.435,idaho
2005,0.003,1.953,26.257,28.213,idaho
2006,0,1.721,26.687,28.408,idaho
2007,0,1.734,26.889,28.624,idaho
2008,0,2.097,26.679,28.776,idaho
2009,0,2.115,26.194,28.309,idaho
2010,0,2.094,26.822,28.916,idaho
2011,0,1.945,27.717,29.662,idaho
2012,0,1.451,25.871,27.323,idaho
2013,0,1.472,26.229,27.701,idaho
2014,0,1.226,21.687,22.913,idaho
2015,0,1.36,22.068,23.428,idaho
2016,0,1.488,22.623,24.111,idaho
2017,0,1.417,23.68,25.097,idaho
1980,0.002,1.078,29.309,30.389,illinois
1981,0.001,0.98,27.055,28.036,illinois
1982,0.001,0.966,29.845,30.812,illinois
1983,0.001,1.173,27.534,28.708,illinois
1984,0.014,1.022,25.998,27.034,illinois
1985,0.026,1.209,29.064,30.299,illinois
1986,0,1.041,25.535,26.576,illinois
1987,0,1.238,27.408,28.646,illinois
1988,0.003,1.348,27.136,28.487,illinois
1989,0.005,1.465,28.365,29.835,illinois
1990,0.011,1.325,28.171,29.507,illinois
1991,0.018,1.57,27.701,29.289,illinois
1992,0,1.115,26.119,27.234,illinois
1993,0.057,1.178,27.592,28.827,illinois
1994,0.055,1.163,28.172,29.39,illinois
1995,0.039,1.13,25.612,26.78,illinois
1996,0.047,0.958,25.973,26.978,illinois
1997,0.026,0.894,25.844,26.764,illinois
1998,0.029,1.443,30.822,32.294,illinois
1999,0.008,1.344,30.606,31.958,illinois
2000,0.006,1.332,26.219,27.556,illinois
2001,0,1.033,27.623,28.656,illinois
2002,0,1.041,27.634,28.675,illinois
2003,0,1.408,26.946,28.354,illinois
2004,0.002,1.723,27.71,29.435,illinois
2005,0.003,1.953,26.257,28.213,illinois
2006,0,1.721,26.687,28.408,illinois
2007,0,1.734,26.889,28.624,illinois
2008,0,2.097,26.679,28.776,illinois
2009,0,2.115,26.194,28.309,illinois
2010,0,2.094,26.822,28.916,illinois
2011,0,1.945,27.717,29.662,illinois
2012,0,1.451,25.871,27.323,illinois
2013,0,1.472,26.229,27.701,illinois
2014,0,1.226,21.687,22.913,illinois
2015,0,1.36,22.068,23.428,illinois
2016,0,1.488,22.623,24.111,illinois
2017,0,1.417,23.68,25.097,illinois
1980,0.002,1.078,29.309,30.389,indiana
1981,0.001,0.98,27.055,28.036,indiana
1982,0.001,0.966,29.845,30.812,indiana
1983,0.001,1.173,27.534,28.708,indiana
1984,0.014,1.022,25.998,27.034,indiana
1985,0.026,1.209,29.064,30.299,indiana
1986,0,1.041,25.535,26.576,indiana
1987,0,1.238,27.408,28.646,indiana
1988,0.003,1.348,27.136,28.487,indiana
1989,0.005,1.465,28.365,29.835,indiana
1990,0.011,1.325,28.171,29.507,indiana
1991,0.018,1.57,27.701,29.289,indiana
1992,0,1.115,26.119,27.234,indiana
1993,0.057,1.178,27.592,28.827,indiana
1994,0.055,1.163,28.172,29.39,indiana
1995,0.039,1.13,25.612,26.78,indiana
1996,0.047,0.958,25.973,26.978,indiana
1997,0.026,0.894,25.844,26.764,indiana
1998,0.029,1.443,30.822,32.294,indiana
1999,0.008,1.344,30.606,31.958,indiana
2000,0.006,1.332,26.219,27.556,indiana
2001,0,1.033,27.623,28.656,indiana
2002,0,1.041,27.634,28.675,indiana
2003,0,1.408,26.946,28.354,indiana
2004,0.002,1.723,27.71,29.435,indiana
2005,0.003,1.953,26.257,28.213,indiana
2006,0,1.721,26.687,28.408,indiana
2007,0,1.734,26.889,28.624,indiana
2008,0,2.097,26.679,28.776,indiana
2009,0,2.115,26.194,28.309,indiana
2010,0,2.094,26.822,28.916,indiana
2011,0,1.945,27.717,29.662,indiana
2012,0,1.451,25.871,27.323,indiana
2013,0,1.472,26.229,27.701,indiana
2014,0,1.226,21.687,22.913,indiana
2015,0,1.36,22.068,23.428,indiana
2016,0,1.488,22.623,24.111,indiana
2017,0,1.417,23.68,25.097,indiana
1980,0.002,1.078,29.309,30.389,iowa
1981,0.001,0.98,27.055,28.036,iowa
1982,0.001,0.966,29.845,30.812,iowa
1983,0.001,1.173,27.534,28.708,iowa
1984,0.014,1.022,25.998,27.034,iowa
1985,0.026,1.209,29.064,30.299,iowa
1986,0,1.041,25.535,26.576,iowa
1987,0,1.238,27.408,28.646,iowa
1988,0.003,1.348,27.136,28.487,iowa
1989,0.005,1.465,28.365,29.835,iowa
1990,0.011,1.325,28.171,29.507,iowa
1991,0.018,1.57,27.701,29.289,iowa
1992,0,1.115,26.119,27.234,iowa
1993,0.057,1.178,27.592,28.827,iowa
1994,0.055,1.163,28.172,29.39,iowa
1995,0.039,1.13,25.612,26.78,iowa
1996,0.047,0.958,25.973,26.978,iowa
1997,0.026,0.894,25.844,26.764,iowa
1998,0.029,1.443,30.822,32.294,iowa
1999,0.008,1.344,30.606,31.958,iowa
2000,0.006,1.332,26.219,27.556,iowa
2001,0,1.033,27.623,28.656,iowa
2002,0,1.041,27.634,28.675,iowa
2003,0,1.408,26.946,28.354,iowa
2004,0.002,1.723,27.71,29.435,iowa
2005,0.003,1.953,26.257,28.213,iowa
2006,0,1.721,26.687,28.408,iowa
2007,0,1.734,26.889,28.624,iowa
2008,0,2.097,26.679,28.776,iowa
2009,0,2.115,26.194,28.309,iowa
2010,0,2.094,26.822,28.916,iowa
2011,0,1.945,27.717,29.662,iowa
2012,0,1.451,25.871,27.323,iowa
2013,0,1.472,26.229,27.701,iowa
2014,0,1.226,21.687,22.913,iowa
2015,0,1.36,22.068,23.428,iowa
2016,0,1.488,22.623,24.111,iowa
2017,0,1.417,23.68,25.097,iowa
1980,0.002,1.078,29.309,30.389,kansas
1981,0.001,0.98,27.055,28.036,kansas
1982,0.001,0.966,29.845,30.812,kansas
1983,0.001,1.173,27.534,28.708,kansas
1984,0.014,1.022,25.998,27.034,kansas
1985,0.026,1.209,29.064,30.299,kansas
1986,0,1.041,25.535,26.576,kansas
1987,0,1.238,27.408,28.646,kansas
1988,0.003,1.348,27.136,28.487,kansas
1989,0.005,1.465,28.365,29.835,kansas
1990,0.011,1.325,28.171,29.507,kansas
1991,0.018,1.57,27.701,29.289,kansas
1992,0,1.115,26.119,27.234,kansas
1993,0.057,1.178,27.592,28.827,kansas
1994,0.055,1.163,28.172,29.39,kansas
1995,0.039,1.13,25.612,26.78,kansas
1996,0.047,0.958,25.973,26.978,kansas
1997,0.026,0.894,25.844,26.764,kansas
1998,0.029,1.443,30.822,32.294,kansas
1999,0.008,1.344,30.606,31.958,kansas
2000,0.006,1.332,26.219,27.556,kansas
