Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2002,0,1.041,27.634,28.675,south dakota
2003,0,1.408,26.946,28.354,south dakota
2004,0.002,1.723,27.71,29.435,south dakota
2005,0.003,1.953,26.257,28.213,south dakota
2006,0,1.721,26.687,28.408,south dakota
2007,0,1.734,26.889,28.624,south dakota
2008,0,2.097,26.679,28.776,south dakota
2009,0,2.115,26.194,28.309,south dakota
2010,0,2.094,26.822,28.916,south dakota
2011,0,1.945,27.717,29.662,south dakota
2012,0,1.451,25.871,27.323,south dakota
2013,0,1.472,26.229,27.701,south dakota
2014,0,1.226,21.687,22.913,south dakota
2015,0,1.36,22.068,23.428,south dakota
2016,0,1.488,22.623,24.111,south dakota
2017,0,1.417,23.68,25.097,south dakota
1980,0.002,1.078,29.309,30.389,tennessee
1981,0.001,0.98,27.055,28.036,tennessee
1982,0.001,0.966,29.845,30.812,tennessee
1983,0.001,1.173,27.534,28.708,tennessee
1984,0.014,1.022,25.998,27.034,tennessee
1985,0.026,1.209,29.064,30.299,tennessee
1986,0,1.041,25.535,26.576,tennessee
1987,0,1.238,27.408,28.646,tennessee
1988,0.003,1.348,27.136,28.487,tennessee
1989,0.005,1.465,28.365,29.835,tennessee
1990,0.011,1.325,28.171,29.507,tennessee
1991,0.018,1.57,27.701,29.289,tennessee
1992,0,1.115,26.119,27.234,tennessee
1993,0.057,1.178,27.592,28.827,tennessee
1994,0.055,1.163,28.172,29.39,tennessee
1995,0.039,1.13,25.612,26.78,tennessee
1996,0.047,0.958,25.973,26.978,tennessee
1997,0.026,0.894,25.844,26.764,tennessee
1998,0.029,1.443,30.822,32.294,tennessee
1999,0.008,1.344,30.606,31.958,tennessee
2000,0.006,1.332,26.219,27.556,tennessee
2001,0,1.033,27.623,28.656,tennessee
2002,0,1.041,27.634,28.675,tennessee
2003,0,1.408,26.946,28.354,tennessee
2004,0.002,1.723,27.71,29.435,tennessee
2005,0.003,1.953,26.257,28.213,tennessee
2006,0,1.721,26.687,28.408,tennessee
2007,0,1.734,26.889,28.624,tennessee
2008,0,2.097,26.679,28.776,tennessee
2009,0,2.115,26.194,28.309,tennessee
2010,0,2.094,26.822,28.916,tennessee
2011,0,1.945,27.717,29.662,tennessee
2012,0,1.451,25.871,27.323,tennessee
2013,0,1.472,26.229,27.701,tennessee
2014,0,1.226,21.687,22.913,tennessee
2015,0,1.36,22.068,23.428,tennessee
2016,0,1.488,22.623,24.111,tennessee
2017,0,1.417,23.68,25.097,tennessee
1980,0.002,1.078,29.309,30.389,texas
1981,0.001,0.98,27.055,28.036,texas
1982,0.001,0.966,29.845,30.812,texas
1983,0.001,1.173,27.534,28.708,texas
1984,0.014,1.022,25.998,27.034,texas
1985,0.026,1.209,29.064,30.299,texas
1986,0,1.041,25.535,26.576,texas
1987,0,1.238,27.408,28.646,texas
1988,0.003,1.348,27.136,28.487,texas
1989,0.005,1.465,28.365,29.835,texas
1990,0.011,1.325,28.171,29.507,texas
1991,0.018,1.57,27.701,29.289,texas
1992,0,1.115,26.119,27.234,texas
1993,0.057,1.178,27.592,28.827,texas
1994,0.055,1.163,28.172,29.39,texas
1995,0.039,1.13,25.612,26.78,texas
1996,0.047,0.958,25.973,26.978,texas
1997,0.026,0.894,25.844,26.764,texas
1998,0.029,1.443,30.822,32.294,texas
1999,0.008,1.344,30.606,31.958,texas
2000,0.006,1.332,26.219,27.556,texas
2001,0,1.033,27.623,28.656,texas
2002,0,1.041,27.634,28.675,texas
2003,0,1.408,26.946,28.354,texas
2004,0.002,1.723,27.71,29.435,texas
2005,0.003,1.953,26.257,28.213,texas
2006,0,1.721,26.687,28.408,texas
2007,0,1.734,26.889,28.624,texas
2008,0,2.097,26.679,28.776,texas
2009,0,2.115,26.194,28.309,texas
2010,0,2.094,26.822,28.916,texas
2011,0,1.945,27.717,29.662,texas
2012,0,1.451,25.871,27.323,texas
2013,0,1.472,26.229,27.701,texas
2014,0,1.226,21.687,22.913,texas
2015,0,1.36,22.068,23.428,texas
2016,0,1.488,22.623,24.111,texas
2017,0,1.417,23.68,25.097,texas
1980,0.002,1.078,29.309,30.389,Untitled
1981,0.001,0.98,27.055,28.036,Untitled
1982,0.001,0.966,29.845,30.812,Untitled
1983,0.001,1.173,27.534,28.708,Untitled
1984,0.014,1.022,25.998,27.034,Untitled
1985,0.026,1.209,29.064,30.299,Untitled
1986,0,1.041,25.535,26.576,Untitled
1987,0,1.238,27.408,28.646,Untitled
1988,0.003,1.348,27.136,28.487,Untitled
1989,0.005,1.465,28.365,29.835,Untitled
1990,0.011,1.325,28.171,29.507,Untitled
1991,0.018,1.57,27.701,29.289,Untitled
1992,0,1.115,26.119,27.234,Untitled
1993,0.057,1.178,27.592,28.827,Untitled
1994,0.055,1.163,28.172,29.39,Untitled
1995,0.039,1.13,25.612,26.78,Untitled
1996,0.047,0.958,25.973,26.978,Untitled
1997,0.026,0.894,25.844,26.764,Untitled
1998,0.029,1.443,30.822,32.294,Untitled
1999,0.008,1.344,30.606,31.958,Untitled
2000,0.006,1.332,26.219,27.556,Untitled
2001,0,1.033,27.623,28.656,Untitled
2002,0,1.041,27.634,28.675,Untitled
2003,0,1.408,26.946,28.354,Untitled
2004,0.002,1.723,27.71,29.435,Untitled
2005,0.003,1.953,26.257,28.213,Untitled
2006,0,1.721,26.687,28.408,Untitled
2007,0,1.734,26.889,28.624,Untitled
2008,0,2.097,26.679,28.776,Untitled
2009,0,2.115,26.194,28.309,Untitled
2010,0,2.094,26.822,28.916,Untitled
2011,0,1.945,27.717,29.662,Untitled
2012,0,1.451,25.871,27.323,Untitled
2013,0,1.472,26.229,27.701,Untitled
2014,0,1.226,21.687,22.913,Untitled
2015,0,1.36,22.068,23.428,Untitled
2016,0,1.488,22.623,24.111,Untitled
2017,0,1.417,23.68,25.097,Untitled
1980,0.002,1.078,29.309,30.389,utah
1981,0.001,0.98,27.055,28.036,utah
1982,0.001,0.966,29.845,30.812,utah
1983,0.001,1.173,27.534,28.708,utah
1984,0.014,1.022,25.998,27.034,utah
1985,0.026,1.209,29.064,30.299,utah
1986,0,1.041,25.535,26.576,utah
1987,0,1.238,27.408,28.646,utah
1988,0.003,1.348,27.136,28.487,utah
1989,0.005,1.465,28.365,29.835,utah
1990,0.011,1.325,28.171,29.507,utah
1991,0.018,1.57,27.701,29.289,utah
1992,0,1.115,26.119,27.234,utah
1993,0.057,1.178,27.592,28.827,utah
1994,0.055,1.163,28.172,29.39,utah
1995,0.039,1.13,25.612,26.78,utah
1996,0.047,0.958,25.973,26.978,utah
1997,0.026,0.894,25.844,26.764,utah
1998,0.029,1.443,30.822,32.294,utah
1999,0.008,1.344,30.606,31.958,utah
2000,0.006,1.332,26.219,27.556,utah
2001,0,1.033,27.623,28.656,utah
2002,0,1.041,27.634,28.675,utah
2003,0,1.408,26.946,28.354,utah
2004,0.002,1.723,27.71,29.435,utah
2005,0.003,1.953,26.257,28.213,utah
2006,0,1.721,26.687,28.408,utah
2007,0,1.734,26.889,28.624,utah
2008,0,2.097,26.679,28.776,utah
2009,0,2.115,26.194,28.309,utah
2010,0,2.094,26.822,28.916,utah
2011,0,1.945,27.717,29.662,utah
2012,0,1.451,25.871,27.323,utah
2013,0,1.472,26.229,27.701,utah
2014,0,1.226,21.687,22.913,utah
2015,0,1.36,22.068,23.428,utah
2016,0,1.488,22.623,24.111,utah
2017,0,1.417,23.68,25.097,utah
1980,0.002,1.078,29.309,30.389,vermont
1981,0.001,0.98,27.055,28.036,vermont
1982,0.001,0.966,29.845,30.812,vermont
1983,0.001,1.173,27.534,28.708,vermont
1984,0.014,1.022,25.998,27.034,vermont
1985,0.026,1.209,29.064,30.299,vermont
1986,0,1.041,25.535,26.576,vermont
1987,0,1.238,27.408,28.646,vermont
1988,0.003,1.348,27.136,28.487,vermont
1989,0.005,1.465,28.365,29.835,vermont
1990,0.011,1.325,28.171,29.507,vermont
1991,0.018,1.57,27.701,29.289,vermont
1992,0,1.115,26.119,27.234,vermont
1993,0.057,1.178,27.592,28.827,vermont
1994,0.055,1.163,28.172,29.39,vermont
1995,0.039,1.13,25.612,26.78,vermont
1996,0.047,0.958,25.973,26.978,vermont
1997,0.026,0.894,25.844,26.764,vermont
1998,0.029,1.443,30.822,32.294,vermont
1999,0.008,1.344,30.606,31.958,vermont
2000,0.006,1.332,26.219,27.556,vermont
2001,0,1.033,27.623,28.656,vermont
2002,0,1.041,27.634,28.675,vermont
2003,0,1.408,26.946,28.354,vermont
2004,0.002,1.723,27.71,29.435,vermont
2005,0.003,1.953,26.257,28.213,vermont
2006,0,1.721,26.687,28.408,vermont
2007,0,1.734,26.889,28.624,vermont
2008,0,2.097,26.679,28.776,vermont
2009,0,2.115,26.194,28.309,vermont
2010,0,2.094,26.822,28.916,vermont
2011,0,1.945,27.717,29.662,vermont
2012,0,1.451,25.871,27.323,vermont
2013,0,1.472,26.229,27.701,vermont
2014,0,1.226,21.687,22.913,vermont
2015,0,1.36,22.068,23.428,vermont
2016,0,1.488,22.623,24.111,vermont
2017,0,1.417,23.68,25.097,vermont
1980,0.002,1.078,29.309,30.389,virginia
1981,0.001,0.98,27.055,28.036,virginia
1982,0.001,0.966,29.845,30.812,virginia
1983,0.001,1.173,27.534,28.708,virginia
1984,0.014,1.022,25.998,27.034,virginia
1985,0.026,1.209,29.064,30.299,virginia
1986,0,1.041,25.535,26.576,virginia
1987,0,1.238,27.408,28.646,virginia
1988,0.003,1.348,27.136,28.487,virginia
1989,0.005,1.465,28.365,29.835,virginia
1990,0.011,1.325,28.171,29.507,virginia
1991,0.018,1.57,27.701,29.289,virginia
1992,0,1.115,26.119,27.234,virginia
1993,0.057,1.178,27.592,28.827,virginia
1994,0.055,1.163,28.172,29.39,virginia
1995,0.039,1.13,25.612,26.78,virginia
1996,0.047,0.958,25.973,26.978,virginia
1997,0.026,0.894,25.844,26.764,virginia
1998,0.029,1.443,30.822,32.294,virginia
1999,0.008,1.344,30.606,31.958,virginia
2000,0.006,1.332,26.219,27.556,virginia
2001,0,1.033,27.623,28.656,virginia
2002,0,1.041,27.634,28.675,virginia
2003,0,1.408,26.946,28.354,virginia
2004,0.002,1.723,27.71,29.435,virginia
2005,0.003,1.953,26.257,28.213,virginia
2006,0,1.721,26.687,28.408,virginia
2007,0,1.734,26.889,28.624,virginia
2008,0,2.097,26.679,28.776,virginia
2009,0,2.115,26.194,28.309,virginia
2010,0,2.094,26.822,28.916,virginia
2011,0,1.945,27.717,29.662,virginia
2012,0,1.451,25.871,27.323,virginia
2013,0,1.472,26.229,27.701,virginia
2014,0,1.226,21.687,22.913,virginia
2015,0,1.36,22.068,23.428,virginia
2016,0,1.488,22.623,24.111,virginia
2017,0,1.417,23.68,25.097,virginia
1980,0.002,1.078,29.309,30.389,washington
1981,0.001,0.98,27.055,28.036,washington
1982,0.001,0.966,29.845,30.812,washington
1983,0.001,1.173,27.534,28.708,washington
1984,0.014,1.022,25.998,27.034,washington
1985,0.026,1.209,29.064,30.299,washington
1986,0,1.041,25.535,26.576,washington
1987,0,1.238,27.408,28.646,washington
1988,0.003,1.348,27.136,28.487,washington
1989,0.005,1.465,28.365,29.835,washington
1990,0.011,1.325,28.171,29.507,washington
1991,0.018,1.57,27.701,29.289,washington
1992,0,1.115,26.119,27.234,washington
1993,0.057,1.178,27.592,28.827,washington
1994,0.055,1.163,28.172,29.39,washington
1995,0.039,1.13,25.612,26.78,washington
1996,0.047,0.958,25.973,26.978,washington
1997,0.026,0.894,25.844,26.764,washington
1998,0.029,1.443,30.822,32.294,washington
1999,0.008,1.344,30.606,31.958,washington
2000,0.006,1.332,26.219,27.556,washington
2001,0,1.033,27.623,28.656,washington
2002,0,1.041,27.634,28.675,washington
2003,0,1.408,26.946,28.354,washington
2004,0.002,1.723,27.71,29.435,washington
2005,0.003,1.953,26.257,28.213,washington
2006,0,1.721,26.687,28.408,washington
2007,0,1.734,26.889,28.624,washington
2008,0,2.097,26.679,28.776,washington
2009,0,2.115,26.194,28.309,washington
2010,0,2.094,26.822,28.916,washington
2011,0,1.945,27.717,29.662,washington
2012,0,1.451,25.871,27.323,washington
2013,0,1.472,26.229,27.701,washington
2014,0,1.226,21.687,22.913,washington
2015,0,1.36,22.068,23.428,washington
2016,0,1.488,22.623,24.111,washington
2017,0,1.417,23.68,25.097,washington
1980,0.002,1.078,29.309,30.389,west virginia
1981,0.001,0.98,27.055,28.036,west virginia
1982,0.001,0.966,29.845,30.812,west virginia
1983,0.001,1.173,27.534,28.708,west virginia
1984,0.014,1.022,25.998,27.034,west virginia
1985,0.026,1.209,29.064,30.299,west virginia
1986,0,1.041,25.535,26.576,west virginia
1987,0,1.238,27.408,28.646,west virginia
1988,0.003,1.348,27.136,28.487,west virginia
1989,0.005,1.465,28.365,29.835,west virginia
1990,0.011,1.325,28.171,29.507,west virginia
1991,0.018,1.57,27.701,29.289,west virginia
1992,0,1.115,26.119,27.234,west virginia
1993,0.057,1.178,27.592,28.827,west virginia
1994,0.055,1.163,28.172,29.39,west virginia
1995,0.039,1.13,25.612,26.78,west virginia
1996,0.047,0.958,25.973,26.978,west virginia
1997,0.026,0.894,25.844,26.764,west virginia
1998,0.029,1.443,30.822,32.294,west virginia
1999,0.008,1.344,30.606,31.958,west virginia
2000,0.006,1.332,26.219,27.556,west virginia
2001,0,1.033,27.623,28.656,west virginia
2002,0,1.041,27.634,28.675,west virginia
2003,0,1.408,26.946,28.354,west virginia
2004,0.002,1.723,27.71,29.435,west virginia
2005,0.003,1.953,26.257,28.213,west virginia
2006,0,1.721,26.687,28.408,west virginia
2007,0,1.734,26.889,28.624,west virginia
2008,0,2.097,26.679,28.776,west virginia
2009,0,2.115,26.194,28.309,west virginia
2010,0,2.094,26.822,28.916,west virginia
2011,0,1.945,27.717,29.662,west virginia
2012,0,1.451,25.871,27.323,west virginia
2013,0,1.472,26.229,27.701,west virginia
2014,0,1.226,21.687,22.913,west virginia
2015,0,1.36,22.068,23.428,west virginia
2016,0,1.488,22.623,24.111,west virginia
2017,0,1.417,23.68,25.097,west virginia
1980,0.002,1.078,29.309,30.389,wisconsin
1981,0.001,0.98,27.055,28.036,wisconsin
1982,0.001,0.966,29.845,30.812,wisconsin
1983,0.001,1.173,27.534,28.708,wisconsin
1984,0.014,1.022,25.998,27.034,wisconsin
1985,0.026,1.209,29.064,30.299,wisconsin
1986,0,1.041,25.535,26.576,wisconsin
1987,0,1.238,27.408,28.646,wisconsin
1988,0.003,1.348,27.136,28.487,wisconsin
1989,0.005,1.465,28.365,29.835,wisconsin
1990,0.011,1.325,28.171,29.507,wisconsin
1991,0.018,1.57,27.701,29.289,wisconsin
1992,0,1.115,26.119,27.234,wisconsin
1993,0.057,1.178,27.592,28.827,wisconsin
1994,0.055,1.163,28.172,29.39,wisconsin
1995,0.039,1.13,25.612,26.78,wisconsin
1996,0.047,0.958,25.973,26.978,wisconsin
1997,0.026,0.894,25.844,26.764,wisconsin
1998,0.029,1.443,30.822,32.294,wisconsin
1999,0.008,1.344,30.606,31.958,wisconsin
2000,0.006,1.332,26.219,27.556,wisconsin
2001,0,1.033,27.623,28.656,wisconsin
2002,0,1.041,27.634,28.675,wisconsin
2003,0,1.408,26.946,28.354,wisconsin
2004,0.002,1.723,27.71,29.435,wisconsin
2005,0.003,1.953,26.257,28.213,wisconsin
2006,0,1.721,26.687,28.408,wisconsin
2007,0,1.734,26.889,28.624,wisconsin
2008,0,2.097,26.679,28.776,wisconsin
2009,0,2.115,26.194,28.309,wisconsin
2010,0,2.094,26.822,28.916,wisconsin
2011,0,1.945,27.717,29.662,wisconsin
2012,0,1.451,25.871,27.323,wisconsin
2013,0,1.472,26.229,27.701,wisconsin
2014,0,1.226,21.687,22.913,wisconsin
2015,0,1.36,22.068,23.428,wisconsin
2016,0,1.488,22.623,24.111,wisconsin
2017,0,1.417,23.68,25.097,wisconsin
1980,0.002,1.078,29.309,30.389,wyoming
1981,0.001,0.98,27.055,28.036,wyoming
1982,0.001,0.966,29.845,30.812,wyoming
1983,0.001,1.173,27.534,28.708,wyoming
1984,0.014,1.022,25.998,27.034,wyoming
1985,0.026,1.209,29.064,30.299,wyoming
1986,0,1.041,25.535,26.576,wyoming
1987,0,1.238,27.408,28.646,wyoming
1988,0.003,1.348,27.136,28.487,wyoming
1989,0.005,1.465,28.365,29.835,wyoming
1990,0.011,1.325,28.171,29.507,wyoming
1991,0.018,1.57,27.701,29.289,wyoming
1992,0,1.115,26.119,27.234,wyoming
1993,0.057,1.178,27.592,28.827,wyoming
1994,0.055,1.163,28.172,29.39,wyoming
1995,0.039,1.13,25.612,26.78,wyoming
1996,0.047,0.958,25.973,26.978,wyoming
1997,0.026,0.894,25.844,26.764,wyoming
1998,0.029,1.443,30.822,32.294,wyoming
1999,0.008,1.344,30.606,31.958,wyoming
2000,0.006,1.332,26.219,27.556,wyoming
2001,0,1.033,27.623,28.656,wyoming
2002,0,1.041,27.634,28.675,wyoming
2003,0,1.408,26.946,28.354,wyoming
2004,0.002,1.723,27.71,29.435,wyoming
2005,0.003,1.953,26.257,28.213,wyoming
2006,0,1.721,26.687,28.408,wyoming
2007,0,1.734,26.889,28.624,wyoming
2008,0,2.097,26.679,28.776,wyoming
2009,0,2.115,26.194,28.309,wyoming
2010,0,2.094,26.822,28.916,wyoming
2011,0,1.945,27.717,29.662,wyoming
2012,0,1.451,25.871,27.323,wyoming
2013,0,1.472,26.229,27.701,wyoming
2014,0,1.226,21.687,22.913,wyoming
2015,0,1.36,22.068,23.428,wyoming
2016,0,1.488,22.623,24.111,wyoming
2017,0,1.417,23.68,25.097,wyoming
