Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2014,0.656,0.053,45.574,46.283,new mexico
2015,0,0.028,44.236,44.264,new mexico
2016,0,0.028,36.544,36.572,new mexico
2017,0,0,32.961,32.961,new mexico
1980,0,32.122,28.958,61.08,new york
1981,0,22.734,36.682,59.416,new york
1982,0,7.974,29.824,37.799,new york
1983,0,5.525,25.859,31.384,new york
1984,0,2.329,31.922,34.251,new york
1985,0,2.418,37.153,39.571,new york
1986,0,2.79,24.63,27.419,new york
1987,0,1.796,35.43,37.226,new york
1988,0,6.246,30.393,36.639,new york
1989,0.801,7.61,35.839,44.25,new york
1990,1.793,4.167,34.43,40.391,new york
1991,2.429,1.296,34.301,38.027,new york
1992,2.546,1.212,41.842,45.6,new york
1993,2.635,2.578,36.834,42.046,new york
1994,2.524,2.663,44.295,49.482,new york
1995,2.218,2.016,32.894,37.128,new york
1996,1.902,2.332,28.576,32.81,new york
1997,1.708,1.825,32.255,35.788,new york
1998,1.911,2.229,35.232,39.372,new york
1999,2.107,1.986,39.219,43.311,new york
2000,2.104,2.467,48.348,52.918,new york
2001,2.013,2.796,53.032,57.84,new york
2002,2.187,2.177,39.384,43.749,new york
2003,2.077,2.347,38.299,42.723,new york
2004,2.156,2.128,42.084,46.369,new york
2005,1.98,2.361,37.634,41.974,new york
2006,2.093,2.171,42.225,46.489,new york
2007,2.231,2.157,45.65,50.038,new york
2008,2.257,1.863,46.819,50.939,new york
2009,2.014,1.772,44.078,47.864,new york
2010,2.08,1.297,40.075,43.452,new york
2011,1.881,1.106,33.432,36.419,new york
2012,1.256,0.237,46.523,48.016,new york
2013,0.594,0.054,45.067,45.714,new york
2014,0.656,0.053,45.574,46.283,new york
2015,0,0.028,44.236,44.264,new york
2016,0,0.028,36.544,36.572,new york
2017,0,0,32.961,32.961,new york
1980,0,32.122,28.958,61.08,north carolina
1981,0,22.734,36.682,59.416,north carolina
1982,0,7.974,29.824,37.799,north carolina
1983,0,5.525,25.859,31.384,north carolina
1984,0,2.329,31.922,34.251,north carolina
1985,0,2.418,37.153,39.571,north carolina
1986,0,2.79,24.63,27.419,north carolina
1987,0,1.796,35.43,37.226,north carolina
1988,0,6.246,30.393,36.639,north carolina
1989,0.801,7.61,35.839,44.25,north carolina
1990,1.793,4.167,34.43,40.391,north carolina
1991,2.429,1.296,34.301,38.027,north carolina
1992,2.546,1.212,41.842,45.6,north carolina
1993,2.635,2.578,36.834,42.046,north carolina
1994,2.524,2.663,44.295,49.482,north carolina
1995,2.218,2.016,32.894,37.128,north carolina
1996,1.902,2.332,28.576,32.81,north carolina
1997,1.708,1.825,32.255,35.788,north carolina
1998,1.911,2.229,35.232,39.372,north carolina
1999,2.107,1.986,39.219,43.311,north carolina
2000,2.104,2.467,48.348,52.918,north carolina
2001,2.013,2.796,53.032,57.84,north carolina
2002,2.187,2.177,39.384,43.749,north carolina
2003,2.077,2.347,38.299,42.723,north carolina
2004,2.156,2.128,42.084,46.369,north carolina
2005,1.98,2.361,37.634,41.974,north carolina
2006,2.093,2.171,42.225,46.489,north carolina
2007,2.231,2.157,45.65,50.038,north carolina
2008,2.257,1.863,46.819,50.939,north carolina
2009,2.014,1.772,44.078,47.864,north carolina
2010,2.08,1.297,40.075,43.452,north carolina
2011,1.881,1.106,33.432,36.419,north carolina
2012,1.256,0.237,46.523,48.016,north carolina
2013,0.594,0.054,45.067,45.714,north carolina
2014,0.656,0.053,45.574,46.283,north carolina
2015,0,0.028,44.236,44.264,north carolina
2016,0,0.028,36.544,36.572,north carolina
2017,0,0,32.961,32.961,north carolina
1980,0,32.122,28.958,61.08,north dakota
1981,0,22.734,36.682,59.416,north dakota
1982,0,7.974,29.824,37.799,north dakota
1983,0,5.525,25.859,31.384,north dakota
1984,0,2.329,31.922,34.251,north dakota
1985,0,2.418,37.153,39.571,north dakota
1986,0,2.79,24.63,27.419,north dakota
1987,0,1.796,35.43,37.226,north dakota
1988,0,6.246,30.393,36.639,north dakota
1989,0.801,7.61,35.839,44.25,north dakota
1990,1.793,4.167,34.43,40.391,north dakota
1991,2.429,1.296,34.301,38.027,north dakota
1992,2.546,1.212,41.842,45.6,north dakota
1993,2.635,2.578,36.834,42.046,north dakota
1994,2.524,2.663,44.295,49.482,north dakota
1995,2.218,2.016,32.894,37.128,north dakota
1996,1.902,2.332,28.576,32.81,north dakota
1997,1.708,1.825,32.255,35.788,north dakota
1998,1.911,2.229,35.232,39.372,north dakota
1999,2.107,1.986,39.219,43.311,north dakota
2000,2.104,2.467,48.348,52.918,north dakota
2001,2.013,2.796,53.032,57.84,north dakota
2002,2.187,2.177,39.384,43.749,north dakota
2003,2.077,2.347,38.299,42.723,north dakota
2004,2.156,2.128,42.084,46.369,north dakota
2005,1.98,2.361,37.634,41.974,north dakota
2006,2.093,2.171,42.225,46.489,north dakota
2007,2.231,2.157,45.65,50.038,north dakota
2008,2.257,1.863,46.819,50.939,north dakota
2009,2.014,1.772,44.078,47.864,north dakota
2010,2.08,1.297,40.075,43.452,north dakota
2011,1.881,1.106,33.432,36.419,north dakota
2012,1.256,0.237,46.523,48.016,north dakota
2013,0.594,0.054,45.067,45.714,north dakota
2014,0.656,0.053,45.574,46.283,north dakota
2015,0,0.028,44.236,44.264,north dakota
2016,0,0.028,36.544,36.572,north dakota
2017,0,0,32.961,32.961,north dakota
1980,0,32.122,28.958,61.08,ohio
1981,0,22.734,36.682,59.416,ohio
1982,0,7.974,29.824,37.799,ohio
1983,0,5.525,25.859,31.384,ohio
1984,0,2.329,31.922,34.251,ohio
1985,0,2.418,37.153,39.571,ohio
1986,0,2.79,24.63,27.419,ohio
1987,0,1.796,35.43,37.226,ohio
1988,0,6.246,30.393,36.639,ohio
1989,0.801,7.61,35.839,44.25,ohio
1990,1.793,4.167,34.43,40.391,ohio
1991,2.429,1.296,34.301,38.027,ohio
1992,2.546,1.212,41.842,45.6,ohio
1993,2.635,2.578,36.834,42.046,ohio
1994,2.524,2.663,44.295,49.482,ohio
1995,2.218,2.016,32.894,37.128,ohio
1996,1.902,2.332,28.576,32.81,ohio
1997,1.708,1.825,32.255,35.788,ohio
1998,1.911,2.229,35.232,39.372,ohio
1999,2.107,1.986,39.219,43.311,ohio
2000,2.104,2.467,48.348,52.918,ohio
2001,2.013,2.796,53.032,57.84,ohio
2002,2.187,2.177,39.384,43.749,ohio
2003,2.077,2.347,38.299,42.723,ohio
2004,2.156,2.128,42.084,46.369,ohio
2005,1.98,2.361,37.634,41.974,ohio
2006,2.093,2.171,42.225,46.489,ohio
2007,2.231,2.157,45.65,50.038,ohio
2008,2.257,1.863,46.819,50.939,ohio
2009,2.014,1.772,44.078,47.864,ohio
2010,2.08,1.297,40.075,43.452,ohio
2011,1.881,1.106,33.432,36.419,ohio
2012,1.256,0.237,46.523,48.016,ohio
2013,0.594,0.054,45.067,45.714,ohio
2014,0.656,0.053,45.574,46.283,ohio
2015,0,0.028,44.236,44.264,ohio
2016,0,0.028,36.544,36.572,ohio
2017,0,0,32.961,32.961,ohio
1980,0,32.122,28.958,61.08,oklahoma
1981,0,22.734,36.682,59.416,oklahoma
1982,0,7.974,29.824,37.799,oklahoma
1983,0,5.525,25.859,31.384,oklahoma
1984,0,2.329,31.922,34.251,oklahoma
1985,0,2.418,37.153,39.571,oklahoma
1986,0,2.79,24.63,27.419,oklahoma
1987,0,1.796,35.43,37.226,oklahoma
1988,0,6.246,30.393,36.639,oklahoma
1989,0.801,7.61,35.839,44.25,oklahoma
1990,1.793,4.167,34.43,40.391,oklahoma
1991,2.429,1.296,34.301,38.027,oklahoma
1992,2.546,1.212,41.842,45.6,oklahoma
1993,2.635,2.578,36.834,42.046,oklahoma
1994,2.524,2.663,44.295,49.482,oklahoma
1995,2.218,2.016,32.894,37.128,oklahoma
1996,1.902,2.332,28.576,32.81,oklahoma
1997,1.708,1.825,32.255,35.788,oklahoma
1998,1.911,2.229,35.232,39.372,oklahoma
1999,2.107,1.986,39.219,43.311,oklahoma
2000,2.104,2.467,48.348,52.918,oklahoma
2001,2.013,2.796,53.032,57.84,oklahoma
2002,2.187,2.177,39.384,43.749,oklahoma
2003,2.077,2.347,38.299,42.723,oklahoma
2004,2.156,2.128,42.084,46.369,oklahoma
2005,1.98,2.361,37.634,41.974,oklahoma
2006,2.093,2.171,42.225,46.489,oklahoma
2007,2.231,2.157,45.65,50.038,oklahoma
2008,2.257,1.863,46.819,50.939,oklahoma
2009,2.014,1.772,44.078,47.864,oklahoma
2010,2.08,1.297,40.075,43.452,oklahoma
2011,1.881,1.106,33.432,36.419,oklahoma
2012,1.256,0.237,46.523,48.016,oklahoma
2013,0.594,0.054,45.067,45.714,oklahoma
2014,0.656,0.053,45.574,46.283,oklahoma
2015,0,0.028,44.236,44.264,oklahoma
2016,0,0.028,36.544,36.572,oklahoma
2017,0,0,32.961,32.961,oklahoma
1980,0,32.122,28.958,61.08,oregon
1981,0,22.734,36.682,59.416,oregon
1982,0,7.974,29.824,37.799,oregon
1983,0,5.525,25.859,31.384,oregon
1984,0,2.329,31.922,34.251,oregon
1985,0,2.418,37.153,39.571,oregon
1986,0,2.79,24.63,27.419,oregon
1987,0,1.796,35.43,37.226,oregon
1988,0,6.246,30.393,36.639,oregon
1989,0.801,7.61,35.839,44.25,oregon
1990,1.793,4.167,34.43,40.391,oregon
1991,2.429,1.296,34.301,38.027,oregon
1992,2.546,1.212,41.842,45.6,oregon
1993,2.635,2.578,36.834,42.046,oregon
1994,2.524,2.663,44.295,49.482,oregon
1995,2.218,2.016,32.894,37.128,oregon
1996,1.902,2.332,28.576,32.81,oregon
1997,1.708,1.825,32.255,35.788,oregon
1998,1.911,2.229,35.232,39.372,oregon
1999,2.107,1.986,39.219,43.311,oregon
2000,2.104,2.467,48.348,52.918,oregon
2001,2.013,2.796,53.032,57.84,oregon
2002,2.187,2.177,39.384,43.749,oregon
2003,2.077,2.347,38.299,42.723,oregon
2004,2.156,2.128,42.084,46.369,oregon
2005,1.98,2.361,37.634,41.974,oregon
2006,2.093,2.171,42.225,46.489,oregon
2007,2.231,2.157,45.65,50.038,oregon
2008,2.257,1.863,46.819,50.939,oregon
2009,2.014,1.772,44.078,47.864,oregon
2010,2.08,1.297,40.075,43.452,oregon
2011,1.881,1.106,33.432,36.419,oregon
2012,1.256,0.237,46.523,48.016,oregon
2013,0.594,0.054,45.067,45.714,oregon
2014,0.656,0.053,45.574,46.283,oregon
2015,0,0.028,44.236,44.264,oregon
2016,0,0.028,36.544,36.572,oregon
2017,0,0,32.961,32.961,oregon
1980,0,32.122,28.958,61.08,pennsylvania
1981,0,22.734,36.682,59.416,pennsylvania
1982,0,7.974,29.824,37.799,pennsylvania
1983,0,5.525,25.859,31.384,pennsylvania
1984,0,2.329,31.922,34.251,pennsylvania
1985,0,2.418,37.153,39.571,pennsylvania
1986,0,2.79,24.63,27.419,pennsylvania
1987,0,1.796,35.43,37.226,pennsylvania
1988,0,6.246,30.393,36.639,pennsylvania
1989,0.801,7.61,35.839,44.25,pennsylvania
1990,1.793,4.167,34.43,40.391,pennsylvania
1991,2.429,1.296,34.301,38.027,pennsylvania
1992,2.546,1.212,41.842,45.6,pennsylvania
1993,2.635,2.578,36.834,42.046,pennsylvania
1994,2.524,2.663,44.295,49.482,pennsylvania
1995,2.218,2.016,32.894,37.128,pennsylvania
1996,1.902,2.332,28.576,32.81,pennsylvania
1997,1.708,1.825,32.255,35.788,pennsylvania
1998,1.911,2.229,35.232,39.372,pennsylvania
1999,2.107,1.986,39.219,43.311,pennsylvania
2000,2.104,2.467,48.348,52.918,pennsylvania
2001,2.013,2.796,53.032,57.84,pennsylvania
2002,2.187,2.177,39.384,43.749,pennsylvania
2003,2.077,2.347,38.299,42.723,pennsylvania
2004,2.156,2.128,42.084,46.369,pennsylvania
2005,1.98,2.361,37.634,41.974,pennsylvania
2006,2.093,2.171,42.225,46.489,pennsylvania
2007,2.231,2.157,45.65,50.038,pennsylvania
2008,2.257,1.863,46.819,50.939,pennsylvania
2009,2.014,1.772,44.078,47.864,pennsylvania
2010,2.08,1.297,40.075,43.452,pennsylvania
2011,1.881,1.106,33.432,36.419,pennsylvania
2012,1.256,0.237,46.523,48.016,pennsylvania
2013,0.594,0.054,45.067,45.714,pennsylvania
2014,0.656,0.053,45.574,46.283,pennsylvania
2015,0,0.028,44.236,44.264,pennsylvania
2016,0,0.028,36.544,36.572,pennsylvania
2017,0,0,32.961,32.961,pennsylvania
1980,0,32.122,28.958,61.08,rhode island
1981,0,22.734,36.682,59.416,rhode island
1982,0,7.974,29.824,37.799,rhode island
1983,0,5.525,25.859,31.384,rhode island
1984,0,2.329,31.922,34.251,rhode island
1985,0,2.418,37.153,39.571,rhode island
1986,0,2.79,24.63,27.419,rhode island
1987,0,1.796,35.43,37.226,rhode island
1988,0,6.246,30.393,36.639,rhode island
1989,0.801,7.61,35.839,44.25,rhode island
1990,1.793,4.167,34.43,40.391,rhode island
1991,2.429,1.296,34.301,38.027,rhode island
1992,2.546,1.212,41.842,45.6,rhode island
1993,2.635,2.578,36.834,42.046,rhode island
1994,2.524,2.663,44.295,49.482,rhode island
1995,2.218,2.016,32.894,37.128,rhode island
1996,1.902,2.332,28.576,32.81,rhode island
1997,1.708,1.825,32.255,35.788,rhode island
1998,1.911,2.229,35.232,39.372,rhode island
1999,2.107,1.986,39.219,43.311,rhode island
2000,2.104,2.467,48.348,52.918,rhode island
2001,2.013,2.796,53.032,57.84,rhode island
2002,2.187,2.177,39.384,43.749,rhode island
2003,2.077,2.347,38.299,42.723,rhode island
2004,2.156,2.128,42.084,46.369,rhode island
2005,1.98,2.361,37.634,41.974,rhode island
2006,2.093,2.171,42.225,46.489,rhode island
2007,2.231,2.157,45.65,50.038,rhode island
2008,2.257,1.863,46.819,50.939,rhode island
2009,2.014,1.772,44.078,47.864,rhode island
2010,2.08,1.297,40.075,43.452,rhode island
2011,1.881,1.106,33.432,36.419,rhode island
2012,1.256,0.237,46.523,48.016,rhode island
2013,0.594,0.054,45.067,45.714,rhode island
2014,0.656,0.053,45.574,46.283,rhode island
2015,0,0.028,44.236,44.264,rhode island
2016,0,0.028,36.544,36.572,rhode island
2017,0,0,32.961,32.961,rhode island
1980,0,32.122,28.958,61.08,south carolina
1981,0,22.734,36.682,59.416,south carolina
1982,0,7.974,29.824,37.799,south carolina
1983,0,5.525,25.859,31.384,south carolina
1984,0,2.329,31.922,34.251,south carolina
1985,0,2.418,37.153,39.571,south carolina
1986,0,2.79,24.63,27.419,south carolina
1987,0,1.796,35.43,37.226,south carolina
1988,0,6.246,30.393,36.639,south carolina
1989,0.801,7.61,35.839,44.25,south carolina
1990,1.793,4.167,34.43,40.391,south carolina
1991,2.429,1.296,34.301,38.027,south carolina
1992,2.546,1.212,41.842,45.6,south carolina
1993,2.635,2.578,36.834,42.046,south carolina
1994,2.524,2.663,44.295,49.482,south carolina
1995,2.218,2.016,32.894,37.128,south carolina
1996,1.902,2.332,28.576,32.81,south carolina
1997,1.708,1.825,32.255,35.788,south carolina
1998,1.911,2.229,35.232,39.372,south carolina
1999,2.107,1.986,39.219,43.311,south carolina
2000,2.104,2.467,48.348,52.918,south carolina
2001,2.013,2.796,53.032,57.84,south carolina
2002,2.187,2.177,39.384,43.749,south carolina
2003,2.077,2.347,38.299,42.723,south carolina
2004,2.156,2.128,42.084,46.369,south carolina
2005,1.98,2.361,37.634,41.974,south carolina
2006,2.093,2.171,42.225,46.489,south carolina
2007,2.231,2.157,45.65,50.038,south carolina
2008,2.257,1.863,46.819,50.939,south carolina
2009,2.014,1.772,44.078,47.864,south carolina
2010,2.08,1.297,40.075,43.452,south carolina
2011,1.881,1.106,33.432,36.419,south carolina
2012,1.256,0.237,46.523,48.016,south carolina
2013,0.594,0.054,45.067,45.714,south carolina
2014,0.656,0.053,45.574,46.283,south carolina
2015,0,0.028,44.236,44.264,south carolina
2016,0,0.028,36.544,36.572,south carolina
2017,0,0,32.961,32.961,south carolina
1980,0,32.122,28.958,61.08,south dakota
1981,0,22.734,36.682,59.416,south dakota
1982,0,7.974,29.824,37.799,south dakota
1983,0,5.525,25.859,31.384,south dakota
1984,0,2.329,31.922,34.251,south dakota
1985,0,2.418,37.153,39.571,south dakota
1986,0,2.79,24.63,27.419,south dakota
1987,0,1.796,35.43,37.226,south dakota
1988,0,6.246,30.393,36.639,south dakota
1989,0.801,7.61,35.839,44.25,south dakota
1990,1.793,4.167,34.43,40.391,south dakota
1991,2.429,1.296,34.301,38.027,south dakota
1992,2.546,1.212,41.842,45.6,south dakota
1993,2.635,2.578,36.834,42.046,south dakota
1994,2.524,2.663,44.295,49.482,south dakota
1995,2.218,2.016,32.894,37.128,south dakota
1996,1.902,2.332,28.576,32.81,south dakota
1997,1.708,1.825,32.255,35.788,south dakota
1998,1.911,2.229,35.232,39.372,south dakota
1999,2.107,1.986,39.219,43.311,south dakota
2000,2.104,2.467,48.348,52.918,south dakota
2001,2.013,2.796,53.032,57.84,south dakota
2002,2.187,2.177,39.384,43.749,south dakota
2003,2.077,2.347,38.299,42.723,south dakota
2004,2.156,2.128,42.084,46.369,south dakota
2005,1.98,2.361,37.634,41.974,south dakota
2006,2.093,2.171,42.225,46.489,south dakota
2007,2.231,2.157,45.65,50.038,south dakota
2008,2.257,1.863,46.819,50.939,south dakota
2009,2.014,1.772,44.078,47.864,south dakota
2010,2.08,1.297,40.075,43.452,south dakota
2011,1.881,1.106,33.432,36.419,south dakota
2012,1.256,0.237,46.523,48.016,south dakota
2013,0.594,0.054,45.067,45.714,south dakota
2014,0.656,0.053,45.574,46.283,south dakota
2015,0,0.028,44.236,44.264,south dakota
2016,0,0.028,36.544,36.572,south dakota
2017,0,0,32.961,32.961,south dakota
1980,0,32.122,28.958,61.08,tennessee
1981,0,22.734,36.682,59.416,tennessee
1982,0,7.974,29.824,37.799,tennessee
1983,0,5.525,25.859,31.384,tennessee
1984,0,2.329,31.922,34.251,tennessee
1985,0,2.418,37.153,39.571,tennessee
1986,0,2.79,24.63,27.419,tennessee
1987,0,1.796,35.43,37.226,tennessee
1988,0,6.246,30.393,36.639,tennessee
1989,0.801,7.61,35.839,44.25,tennessee
1990,1.793,4.167,34.43,40.391,tennessee
1991,2.429,1.296,34.301,38.027,tennessee
1992,2.546,1.212,41.842,45.6,tennessee
1993,2.635,2.578,36.834,42.046,tennessee
1994,2.524,2.663,44.295,49.482,tennessee
1995,2.218,2.016,32.894,37.128,tennessee
1996,1.902,2.332,28.576,32.81,tennessee
1997,1.708,1.825,32.255,35.788,tennessee
1998,1.911,2.229,35.232,39.372,tennessee
1999,2.107,1.986,39.219,43.311,tennessee
2000,2.104,2.467,48.348,52.918,tennessee
2001,2.013,2.796,53.032,57.84,tennessee
2002,2.187,2.177,39.384,43.749,tennessee
2003,2.077,2.347,38.299,42.723,tennessee
2004,2.156,2.128,42.084,46.369,tennessee
2005,1.98,2.361,37.634,41.974,tennessee
2006,2.093,2.171,42.225,46.489,tennessee
2007,2.231,2.157,45.65,50.038,tennessee
2008,2.257,1.863,46.819,50.939,tennessee
2009,2.014,1.772,44.078,47.864,tennessee
2010,2.08,1.297,40.075,43.452,tennessee
2011,1.881,1.106,33.432,36.419,tennessee
2012,1.256,0.237,46.523,48.016,tennessee
2013,0.594,0.054,45.067,45.714,tennessee
2014,0.656,0.053,45.574,46.283,tennessee
2015,0,0.028,44.236,44.264,tennessee
2016,0,0.028,36.544,36.572,tennessee
2017,0,0,32.961,32.961,tennessee
1980,0,32.122,28.958,61.08,texas
1981,0,22.734,36.682,59.416,texas
1982,0,7.974,29.824,37.799,texas
1983,0,5.525,25.859,31.384,texas
1984,0,2.329,31.922,34.251,texas
1985,0,2.418,37.153,39.571,texas
1986,0,2.79,24.63,27.419,texas
1987,0,1.796,35.43,37.226,texas
1988,0,6.246,30.393,36.639,texas
1989,0.801,7.61,35.839,44.25,texas
1990,1.793,4.167,34.43,40.391,texas
1991,2.429,1.296,34.301,38.027,texas
1992,2.546,1.212,41.842,45.6,texas
1993,2.635,2.578,36.834,42.046,texas
1994,2.524,2.663,44.295,49.482,texas
1995,2.218,2.016,32.894,37.128,texas
1996,1.902,2.332,28.576,32.81,texas
1997,1.708,1.825,32.255,35.788,texas
1998,1.911,2.229,35.232,39.372,texas
1999,2.107,1.986,39.219,43.311,texas
2000,2.104,2.467,48.348,52.918,texas
2001,2.013,2.796,53.032,57.84,texas
2002,2.187,2.177,39.384,43.749,texas
2003,2.077,2.347,38.299,42.723,texas
2004,2.156,2.128,42.084,46.369,texas
2005,1.98,2.361,37.634,41.974,texas
2006,2.093,2.171,42.225,46.489,texas
2007,2.231,2.157,45.65,50.038,texas
2008,2.257,1.863,46.819,50.939,texas
2009,2.014,1.772,44.078,47.864,texas
2010,2.08,1.297,40.075,43.452,texas
2011,1.881,1.106,33.432,36.419,texas
2012,1.256,0.237,46.523,48.016,texas
2013,0.594,0.054,45.067,45.714,texas
2014,0.656,0.053,45.574,46.283,texas
2015,0,0.028,44.236,44.264,texas
2016,0,0.028,36.544,36.572,texas
2017,0,0,32.961,32.961,texas
1980,0,32.122,28.958,61.08,Untitled
1981,0,22.734,36.682,59.416,Untitled
1982,0,7.974,29.824,37.799,Untitled
1983,0,5.525,25.859,31.384,Untitled
1984,0,2.329,31.922,34.251,Untitled
1985,0,2.418,37.153,39.571,Untitled
1986,0,2.79,24.63,27.419,Untitled
1987,0,1.796,35.43,37.226,Untitled
1988,0,6.246,30.393,36.639,Untitled
1989,0.801,7.61,35.839,44.25,Untitled
1990,1.793,4.167,34.43,40.391,Untitled
1991,2.429,1.296,34.301,38.027,Untitled
1992,2.546,1.212,41.842,45.6,Untitled
1993,2.635,2.578,36.834,42.046,Untitled
1994,2.524,2.663,44.295,49.482,Untitled
1995,2.218,2.016,32.894,37.128,Untitled
1996,1.902,2.332,28.576,32.81,Untitled
1997,1.708,1.825,32.255,35.788,Untitled
1998,1.911,2.229,35.232,39.372,Untitled
1999,2.107,1.986,39.219,43.311,Untitled
2000,2.104,2.467,48.348,52.918,Untitled
2001,2.013,2.796,53.032,57.84,Untitled
2002,2.187,2.177,39.384,43.749,Untitled
2003,2.077,2.347,38.299,42.723,Untitled
2004,2.156,2.128,42.084,46.369,Untitled
2005,1.98,2.361,37.634,41.974,Untitled
2006,2.093,2.171,42.225,46.489,Untitled
2007,2.231,2.157,45.65,50.038,Untitled
2008,2.257,1.863,46.819,50.939,Untitled
2009,2.014,1.772,44.078,47.864,Untitled
2010,2.08,1.297,40.075,43.452,Untitled
2011,1.881,1.106,33.432,36.419,Untitled
2012,1.256,0.237,46.523,48.016,Untitled
2013,0.594,0.054,45.067,45.714,Untitled
2014,0.656,0.053,45.574,46.283,Untitled
2015,0,0.028,44.236,44.264,Untitled
2016,0,0.028,36.544,36.572,Untitled
2017,0,0,32.961,32.961,Untitled
1980,0,32.122,28.958,61.08,utah
1981,0,22.734,36.682,59.416,utah
1982,0,7.974,29.824,37.799,utah
1983,0,5.525,25.859,31.384,utah
1984,0,2.329,31.922,34.251,utah
1985,0,2.418,37.153,39.571,utah
1986,0,2.79,24.63,27.419,utah
1987,0,1.796,35.43,37.226,utah
1988,0,6.246,30.393,36.639,utah
1989,0.801,7.61,35.839,44.25,utah
1990,1.793,4.167,34.43,40.391,utah
1991,2.429,1.296,34.301,38.027,utah
1992,2.546,1.212,41.842,45.6,utah
1993,2.635,2.578,36.834,42.046,utah
1994,2.524,2.663,44.295,49.482,utah
1995,2.218,2.016,32.894,37.128,utah
1996,1.902,2.332,28.576,32.81,utah
1997,1.708,1.825,32.255,35.788,utah
1998,1.911,2.229,35.232,39.372,utah
1999,2.107,1.986,39.219,43.311,utah
2000,2.104,2.467,48.348,52.918,utah
2001,2.013,2.796,53.032,57.84,utah
2002,2.187,2.177,39.384,43.749,utah
2003,2.077,2.347,38.299,42.723,utah
2004,2.156,2.128,42.084,46.369,utah
2005,1.98,2.361,37.634,41.974,utah
2006,2.093,2.171,42.225,46.489,utah
2007,2.231,2.157,45.65,50.038,utah
2008,2.257,1.863,46.819,50.939,utah
2009,2.014,1.772,44.078,47.864,utah
2010,2.08,1.297,40.075,43.452,utah
2011,1.881,1.106,33.432,36.419,utah
2012,1.256,0.237,46.523,48.016,utah
2013,0.594,0.054,45.067,45.714,utah
2014,0.656,0.053,45.574,46.283,utah
2015,0,0.028,44.236,44.264,utah
2016,0,0.028,36.544,36.572,utah
2017,0,0,32.961,32.961,utah
1980,0,32.122,28.958,61.08,vermont
1981,0,22.734,36.682,59.416,vermont
1982,0,7.974,29.824,37.799,vermont
1983,0,5.525,25.859,31.384,vermont
1984,0,2.329,31.922,34.251,vermont
1985,0,2.418,37.153,39.571,vermont
1986,0,2.79,24.63,27.419,vermont
1987,0,1.796,35.43,37.226,vermont
1988,0,6.246,30.393,36.639,vermont
1989,0.801,7.61,35.839,44.25,vermont
1990,1.793,4.167,34.43,40.391,vermont
1991,2.429,1.296,34.301,38.027,vermont
1992,2.546,1.212,41.842,45.6,vermont
1993,2.635,2.578,36.834,42.046,vermont
1994,2.524,2.663,44.295,49.482,vermont
1995,2.218,2.016,32.894,37.128,vermont
1996,1.902,2.332,28.576,32.81,vermont
1997,1.708,1.825,32.255,35.788,vermont
1998,1.911,2.229,35.232,39.372,vermont
1999,2.107,1.986,39.219,43.311,vermont
2000,2.104,2.467,48.348,52.918,vermont
2001,2.013,2.796,53.032,57.84,vermont
2002,2.187,2.177,39.384,43.749,vermont
2003,2.077,2.347,38.299,42.723,vermont
2004,2.156,2.128,42.084,46.369,vermont
2005,1.98,2.361,37.634,41.974,vermont
2006,2.093,2.171,42.225,46.489,vermont
2007,2.231,2.157,45.65,50.038,vermont
2008,2.257,1.863,46.819,50.939,vermont
2009,2.014,1.772,44.078,47.864,vermont
2010,2.08,1.297,40.075,43.452,vermont
2011,1.881,1.106,33.432,36.419,vermont
2012,1.256,0.237,46.523,48.016,vermont
2013,0.594,0.054,45.067,45.714,vermont
2014,0.656,0.053,45.574,46.283,vermont
2015,0,0.028,44.236,44.264,vermont
2016,0,0.028,36.544,36.572,vermont
2017,0,0,32.961,32.961,vermont
1980,0,32.122,28.958,61.08,virginia
1981,0,22.734,36.682,59.416,virginia
1982,0,7.974,29.824,37.799,virginia
1983,0,5.525,25.859,31.384,virginia
1984,0,2.329,31.922,34.251,virginia
1985,0,2.418,37.153,39.571,virginia
1986,0,2.79,24.63,27.419,virginia
1987,0,1.796,35.43,37.226,virginia
1988,0,6.246,30.393,36.639,virginia
1989,0.801,7.61,35.839,44.25,virginia
1990,1.793,4.167,34.43,40.391,virginia
1991,2.429,1.296,34.301,38.027,virginia
1992,2.546,1.212,41.842,45.6,virginia
1993,2.635,2.578,36.834,42.046,virginia
1994,2.524,2.663,44.295,49.482,virginia
1995,2.218,2.016,32.894,37.128,virginia
1996,1.902,2.332,28.576,32.81,virginia
1997,1.708,1.825,32.255,35.788,virginia
1998,1.911,2.229,35.232,39.372,virginia
1999,2.107,1.986,39.219,43.311,virginia
2000,2.104,2.467,48.348,52.918,virginia
2001,2.013,2.796,53.032,57.84,virginia
2002,2.187,2.177,39.384,43.749,virginia
2003,2.077,2.347,38.299,42.723,virginia
2004,2.156,2.128,42.084,46.369,virginia
2005,1.98,2.361,37.634,41.974,virginia
2006,2.093,2.171,42.225,46.489,virginia
2007,2.231,2.157,45.65,50.038,virginia
2008,2.257,1.863,46.819,50.939,virginia
2009,2.014,1.772,44.078,47.864,virginia
2010,2.08,1.297,40.075,43.452,virginia
2011,1.881,1.106,33.432,36.419,virginia
2012,1.256,0.237,46.523,48.016,virginia
2013,0.594,0.054,45.067,45.714,virginia
2014,0.656,0.053,45.574,46.283,virginia
2015,0,0.028,44.236,44.264,virginia
