Year,Coal,Petroleum Products,Natural Gas,Total,Sname
1991,5.978,22.111,38.299,66.389,north dakota
1992,6.146,23.684,37.209,67.038,north dakota
1993,5.067,20.905,38.336,64.308,north dakota
1994,5.119,22.071,36.337,63.527,north dakota
1995,5.477,19.277,37.214,61.967,north dakota
1996,5.307,19.953,38.327,63.587,north dakota
1997,5.871,19.788,42.619,68.278,north dakota
1998,4.099,16.655,45.656,66.411,north dakota
1999,4.425,17.994,42.418,64.837,north dakota
2000,4.472,18.2,42.425,65.096,north dakota
2001,4.396,24.388,38.533,67.317,north dakota
2002,4.417,21.342,42.237,67.995,north dakota
2003,4.473,19.849,44.239,68.561,north dakota
2004,4.328,20.085,47.2,71.613,north dakota
2005,4.379,19.832,44.443,68.653,north dakota
2006,4.269,20.955,42.818,68.043,north dakota
2007,4.083,18.935,43.428,66.446,north dakota
2008,3.732,18.479,42.791,65.001,north dakota
2009,2.965,16.129,41.924,61.017,north dakota
2010,3.142,18.84,41.617,63.599,north dakota
2011,3.367,19.479,40.553,63.4,north dakota
2012,2.904,17.966,42.556,63.426,north dakota
2013,3.023,19.272,44.932,67.228,north dakota
2014,3.088,18.773,45.332,67.193,north dakota
2015,2.931,19.383,45.077,67.392,north dakota
2016,3.037,19.252,44.679,66.968,north dakota
2017,3.187,19.466,43.967,66.62,north dakota
1980,6.077,30.823,26.737,63.637,ohio
1981,7.232,23.463,25.444,56.139,ohio
1982,6.405,24.024,19.992,50.42,ohio
1983,2.986,33.503,18.916,55.406,ohio
1984,3.41,42.249,23.04,68.7,ohio
1985,4.121,38.378,23.694,66.193,ohio
1986,3.983,33.606,23.368,60.957,ohio
1987,4.207,33.728,30.122,68.057,ohio
1988,4.745,33.501,26.401,64.646,ohio
1989,5.405,29.397,28.905,63.707,ohio
1990,6.128,27.418,31.998,65.544,ohio
1991,5.978,22.111,38.299,66.389,ohio
1992,6.146,23.684,37.209,67.038,ohio
1993,5.067,20.905,38.336,64.308,ohio
1994,5.119,22.071,36.337,63.527,ohio
1995,5.477,19.277,37.214,61.967,ohio
1996,5.307,19.953,38.327,63.587,ohio
1997,5.871,19.788,42.619,68.278,ohio
1998,4.099,16.655,45.656,66.411,ohio
1999,4.425,17.994,42.418,64.837,ohio
2000,4.472,18.2,42.425,65.096,ohio
2001,4.396,24.388,38.533,67.317,ohio
2002,4.417,21.342,42.237,67.995,ohio
2003,4.473,19.849,44.239,68.561,ohio
2004,4.328,20.085,47.2,71.613,ohio
2005,4.379,19.832,44.443,68.653,ohio
2006,4.269,20.955,42.818,68.043,ohio
2007,4.083,18.935,43.428,66.446,ohio
2008,3.732,18.479,42.791,65.001,ohio
2009,2.965,16.129,41.924,61.017,ohio
2010,3.142,18.84,41.617,63.599,ohio
2011,3.367,19.479,40.553,63.4,ohio
2012,2.904,17.966,42.556,63.426,ohio
2013,3.023,19.272,44.932,67.228,ohio
2014,3.088,18.773,45.332,67.193,ohio
2015,2.931,19.383,45.077,67.392,ohio
2016,3.037,19.252,44.679,66.968,ohio
2017,3.187,19.466,43.967,66.62,ohio
1980,6.077,30.823,26.737,63.637,oklahoma
1981,7.232,23.463,25.444,56.139,oklahoma
1982,6.405,24.024,19.992,50.42,oklahoma
1983,2.986,33.503,18.916,55.406,oklahoma
1984,3.41,42.249,23.04,68.7,oklahoma
1985,4.121,38.378,23.694,66.193,oklahoma
1986,3.983,33.606,23.368,60.957,oklahoma
1987,4.207,33.728,30.122,68.057,oklahoma
1988,4.745,33.501,26.401,64.646,oklahoma
1989,5.405,29.397,28.905,63.707,oklahoma
1990,6.128,27.418,31.998,65.544,oklahoma
1991,5.978,22.111,38.299,66.389,oklahoma
1992,6.146,23.684,37.209,67.038,oklahoma
1993,5.067,20.905,38.336,64.308,oklahoma
1994,5.119,22.071,36.337,63.527,oklahoma
1995,5.477,19.277,37.214,61.967,oklahoma
1996,5.307,19.953,38.327,63.587,oklahoma
1997,5.871,19.788,42.619,68.278,oklahoma
1998,4.099,16.655,45.656,66.411,oklahoma
1999,4.425,17.994,42.418,64.837,oklahoma
2000,4.472,18.2,42.425,65.096,oklahoma
2001,4.396,24.388,38.533,67.317,oklahoma
2002,4.417,21.342,42.237,67.995,oklahoma
2003,4.473,19.849,44.239,68.561,oklahoma
2004,4.328,20.085,47.2,71.613,oklahoma
2005,4.379,19.832,44.443,68.653,oklahoma
2006,4.269,20.955,42.818,68.043,oklahoma
2007,4.083,18.935,43.428,66.446,oklahoma
2008,3.732,18.479,42.791,65.001,oklahoma
2009,2.965,16.129,41.924,61.017,oklahoma
2010,3.142,18.84,41.617,63.599,oklahoma
2011,3.367,19.479,40.553,63.4,oklahoma
2012,2.904,17.966,42.556,63.426,oklahoma
2013,3.023,19.272,44.932,67.228,oklahoma
2014,3.088,18.773,45.332,67.193,oklahoma
2015,2.931,19.383,45.077,67.392,oklahoma
2016,3.037,19.252,44.679,66.968,oklahoma
2017,3.187,19.466,43.967,66.62,oklahoma
1980,6.077,30.823,26.737,63.637,oregon
1981,7.232,23.463,25.444,56.139,oregon
1982,6.405,24.024,19.992,50.42,oregon
1983,2.986,33.503,18.916,55.406,oregon
1984,3.41,42.249,23.04,68.7,oregon
1985,4.121,38.378,23.694,66.193,oregon
1986,3.983,33.606,23.368,60.957,oregon
1987,4.207,33.728,30.122,68.057,oregon
1988,4.745,33.501,26.401,64.646,oregon
1989,5.405,29.397,28.905,63.707,oregon
1990,6.128,27.418,31.998,65.544,oregon
1991,5.978,22.111,38.299,66.389,oregon
1992,6.146,23.684,37.209,67.038,oregon
1993,5.067,20.905,38.336,64.308,oregon
1994,5.119,22.071,36.337,63.527,oregon
1995,5.477,19.277,37.214,61.967,oregon
1996,5.307,19.953,38.327,63.587,oregon
1997,5.871,19.788,42.619,68.278,oregon
1998,4.099,16.655,45.656,66.411,oregon
1999,4.425,17.994,42.418,64.837,oregon
2000,4.472,18.2,42.425,65.096,oregon
2001,4.396,24.388,38.533,67.317,oregon
2002,4.417,21.342,42.237,67.995,oregon
2003,4.473,19.849,44.239,68.561,oregon
2004,4.328,20.085,47.2,71.613,oregon
2005,4.379,19.832,44.443,68.653,oregon
2006,4.269,20.955,42.818,68.043,oregon
2007,4.083,18.935,43.428,66.446,oregon
2008,3.732,18.479,42.791,65.001,oregon
2009,2.965,16.129,41.924,61.017,oregon
2010,3.142,18.84,41.617,63.599,oregon
2011,3.367,19.479,40.553,63.4,oregon
2012,2.904,17.966,42.556,63.426,oregon
2013,3.023,19.272,44.932,67.228,oregon
2014,3.088,18.773,45.332,67.193,oregon
2015,2.931,19.383,45.077,67.392,oregon
2016,3.037,19.252,44.679,66.968,oregon
2017,3.187,19.466,43.967,66.62,oregon
1980,6.077,30.823,26.737,63.637,pennsylvania
1981,7.232,23.463,25.444,56.139,pennsylvania
1982,6.405,24.024,19.992,50.42,pennsylvania
1983,2.986,33.503,18.916,55.406,pennsylvania
1984,3.41,42.249,23.04,68.7,pennsylvania
1985,4.121,38.378,23.694,66.193,pennsylvania
1986,3.983,33.606,23.368,60.957,pennsylvania
1987,4.207,33.728,30.122,68.057,pennsylvania
1988,4.745,33.501,26.401,64.646,pennsylvania
1989,5.405,29.397,28.905,63.707,pennsylvania
1990,6.128,27.418,31.998,65.544,pennsylvania
1991,5.978,22.111,38.299,66.389,pennsylvania
1992,6.146,23.684,37.209,67.038,pennsylvania
1993,5.067,20.905,38.336,64.308,pennsylvania
1994,5.119,22.071,36.337,63.527,pennsylvania
1995,5.477,19.277,37.214,61.967,pennsylvania
1996,5.307,19.953,38.327,63.587,pennsylvania
1997,5.871,19.788,42.619,68.278,pennsylvania
1998,4.099,16.655,45.656,66.411,pennsylvania
1999,4.425,17.994,42.418,64.837,pennsylvania
2000,4.472,18.2,42.425,65.096,pennsylvania
2001,4.396,24.388,38.533,67.317,pennsylvania
2002,4.417,21.342,42.237,67.995,pennsylvania
2003,4.473,19.849,44.239,68.561,pennsylvania
2004,4.328,20.085,47.2,71.613,pennsylvania
2005,4.379,19.832,44.443,68.653,pennsylvania
2006,4.269,20.955,42.818,68.043,pennsylvania
2007,4.083,18.935,43.428,66.446,pennsylvania
2008,3.732,18.479,42.791,65.001,pennsylvania
2009,2.965,16.129,41.924,61.017,pennsylvania
2010,3.142,18.84,41.617,63.599,pennsylvania
2011,3.367,19.479,40.553,63.4,pennsylvania
2012,2.904,17.966,42.556,63.426,pennsylvania
2013,3.023,19.272,44.932,67.228,pennsylvania
2014,3.088,18.773,45.332,67.193,pennsylvania
2015,2.931,19.383,45.077,67.392,pennsylvania
2016,3.037,19.252,44.679,66.968,pennsylvania
2017,3.187,19.466,43.967,66.62,pennsylvania
1980,6.077,30.823,26.737,63.637,rhode island
1981,7.232,23.463,25.444,56.139,rhode island
1982,6.405,24.024,19.992,50.42,rhode island
1983,2.986,33.503,18.916,55.406,rhode island
1984,3.41,42.249,23.04,68.7,rhode island
1985,4.121,38.378,23.694,66.193,rhode island
1986,3.983,33.606,23.368,60.957,rhode island
1987,4.207,33.728,30.122,68.057,rhode island
1988,4.745,33.501,26.401,64.646,rhode island
1989,5.405,29.397,28.905,63.707,rhode island
1990,6.128,27.418,31.998,65.544,rhode island
1991,5.978,22.111,38.299,66.389,rhode island
1992,6.146,23.684,37.209,67.038,rhode island
1993,5.067,20.905,38.336,64.308,rhode island
1994,5.119,22.071,36.337,63.527,rhode island
1995,5.477,19.277,37.214,61.967,rhode island
1996,5.307,19.953,38.327,63.587,rhode island
1997,5.871,19.788,42.619,68.278,rhode island
1998,4.099,16.655,45.656,66.411,rhode island
1999,4.425,17.994,42.418,64.837,rhode island
2000,4.472,18.2,42.425,65.096,rhode island
2001,4.396,24.388,38.533,67.317,rhode island
2002,4.417,21.342,42.237,67.995,rhode island
2003,4.473,19.849,44.239,68.561,rhode island
2004,4.328,20.085,47.2,71.613,rhode island
2005,4.379,19.832,44.443,68.653,rhode island
2006,4.269,20.955,42.818,68.043,rhode island
2007,4.083,18.935,43.428,66.446,rhode island
2008,3.732,18.479,42.791,65.001,rhode island
2009,2.965,16.129,41.924,61.017,rhode island
2010,3.142,18.84,41.617,63.599,rhode island
2011,3.367,19.479,40.553,63.4,rhode island
2012,2.904,17.966,42.556,63.426,rhode island
2013,3.023,19.272,44.932,67.228,rhode island
2014,3.088,18.773,45.332,67.193,rhode island
2015,2.931,19.383,45.077,67.392,rhode island
2016,3.037,19.252,44.679,66.968,rhode island
2017,3.187,19.466,43.967,66.62,rhode island
1980,6.077,30.823,26.737,63.637,south carolina
1981,7.232,23.463,25.444,56.139,south carolina
1982,6.405,24.024,19.992,50.42,south carolina
1983,2.986,33.503,18.916,55.406,south carolina
1984,3.41,42.249,23.04,68.7,south carolina
1985,4.121,38.378,23.694,66.193,south carolina
1986,3.983,33.606,23.368,60.957,south carolina
1987,4.207,33.728,30.122,68.057,south carolina
1988,4.745,33.501,26.401,64.646,south carolina
1989,5.405,29.397,28.905,63.707,south carolina
1990,6.128,27.418,31.998,65.544,south carolina
1991,5.978,22.111,38.299,66.389,south carolina
1992,6.146,23.684,37.209,67.038,south carolina
1993,5.067,20.905,38.336,64.308,south carolina
1994,5.119,22.071,36.337,63.527,south carolina
1995,5.477,19.277,37.214,61.967,south carolina
1996,5.307,19.953,38.327,63.587,south carolina
1997,5.871,19.788,42.619,68.278,south carolina
1998,4.099,16.655,45.656,66.411,south carolina
1999,4.425,17.994,42.418,64.837,south carolina
2000,4.472,18.2,42.425,65.096,south carolina
2001,4.396,24.388,38.533,67.317,south carolina
2002,4.417,21.342,42.237,67.995,south carolina
2003,4.473,19.849,44.239,68.561,south carolina
2004,4.328,20.085,47.2,71.613,south carolina
2005,4.379,19.832,44.443,68.653,south carolina
2006,4.269,20.955,42.818,68.043,south carolina
2007,4.083,18.935,43.428,66.446,south carolina
2008,3.732,18.479,42.791,65.001,south carolina
2009,2.965,16.129,41.924,61.017,south carolina
2010,3.142,18.84,41.617,63.599,south carolina
2011,3.367,19.479,40.553,63.4,south carolina
2012,2.904,17.966,42.556,63.426,south carolina
2013,3.023,19.272,44.932,67.228,south carolina
2014,3.088,18.773,45.332,67.193,south carolina
2015,2.931,19.383,45.077,67.392,south carolina
2016,3.037,19.252,44.679,66.968,south carolina
2017,3.187,19.466,43.967,66.62,south carolina
1980,6.077,30.823,26.737,63.637,south dakota
1981,7.232,23.463,25.444,56.139,south dakota
1982,6.405,24.024,19.992,50.42,south dakota
1983,2.986,33.503,18.916,55.406,south dakota
1984,3.41,42.249,23.04,68.7,south dakota
1985,4.121,38.378,23.694,66.193,south dakota
1986,3.983,33.606,23.368,60.957,south dakota
1987,4.207,33.728,30.122,68.057,south dakota
1988,4.745,33.501,26.401,64.646,south dakota
1989,5.405,29.397,28.905,63.707,south dakota
1990,6.128,27.418,31.998,65.544,south dakota
1991,5.978,22.111,38.299,66.389,south dakota
1992,6.146,23.684,37.209,67.038,south dakota
1993,5.067,20.905,38.336,64.308,south dakota
1994,5.119,22.071,36.337,63.527,south dakota
1995,5.477,19.277,37.214,61.967,south dakota
1996,5.307,19.953,38.327,63.587,south dakota
1997,5.871,19.788,42.619,68.278,south dakota
1998,4.099,16.655,45.656,66.411,south dakota
1999,4.425,17.994,42.418,64.837,south dakota
2000,4.472,18.2,42.425,65.096,south dakota
2001,4.396,24.388,38.533,67.317,south dakota
2002,4.417,21.342,42.237,67.995,south dakota
2003,4.473,19.849,44.239,68.561,south dakota
2004,4.328,20.085,47.2,71.613,south dakota
2005,4.379,19.832,44.443,68.653,south dakota
2006,4.269,20.955,42.818,68.043,south dakota
2007,4.083,18.935,43.428,66.446,south dakota
2008,3.732,18.479,42.791,65.001,south dakota
2009,2.965,16.129,41.924,61.017,south dakota
2010,3.142,18.84,41.617,63.599,south dakota
2011,3.367,19.479,40.553,63.4,south dakota
2012,2.904,17.966,42.556,63.426,south dakota
2013,3.023,19.272,44.932,67.228,south dakota
2014,3.088,18.773,45.332,67.193,south dakota
2015,2.931,19.383,45.077,67.392,south dakota
2016,3.037,19.252,44.679,66.968,south dakota
2017,3.187,19.466,43.967,66.62,south dakota
1980,6.077,30.823,26.737,63.637,tennessee
1981,7.232,23.463,25.444,56.139,tennessee
1982,6.405,24.024,19.992,50.42,tennessee
1983,2.986,33.503,18.916,55.406,tennessee
1984,3.41,42.249,23.04,68.7,tennessee
1985,4.121,38.378,23.694,66.193,tennessee
1986,3.983,33.606,23.368,60.957,tennessee
1987,4.207,33.728,30.122,68.057,tennessee
1988,4.745,33.501,26.401,64.646,tennessee
1989,5.405,29.397,28.905,63.707,tennessee
1990,6.128,27.418,31.998,65.544,tennessee
1991,5.978,22.111,38.299,66.389,tennessee
1992,6.146,23.684,37.209,67.038,tennessee
1993,5.067,20.905,38.336,64.308,tennessee
1994,5.119,22.071,36.337,63.527,tennessee
1995,5.477,19.277,37.214,61.967,tennessee
1996,5.307,19.953,38.327,63.587,tennessee
1997,5.871,19.788,42.619,68.278,tennessee
1998,4.099,16.655,45.656,66.411,tennessee
1999,4.425,17.994,42.418,64.837,tennessee
2000,4.472,18.2,42.425,65.096,tennessee
2001,4.396,24.388,38.533,67.317,tennessee
2002,4.417,21.342,42.237,67.995,tennessee
2003,4.473,19.849,44.239,68.561,tennessee
2004,4.328,20.085,47.2,71.613,tennessee
2005,4.379,19.832,44.443,68.653,tennessee
2006,4.269,20.955,42.818,68.043,tennessee
2007,4.083,18.935,43.428,66.446,tennessee
2008,3.732,18.479,42.791,65.001,tennessee
2009,2.965,16.129,41.924,61.017,tennessee
2010,3.142,18.84,41.617,63.599,tennessee
2011,3.367,19.479,40.553,63.4,tennessee
2012,2.904,17.966,42.556,63.426,tennessee
2013,3.023,19.272,44.932,67.228,tennessee
2014,3.088,18.773,45.332,67.193,tennessee
2015,2.931,19.383,45.077,67.392,tennessee
2016,3.037,19.252,44.679,66.968,tennessee
2017,3.187,19.466,43.967,66.62,tennessee
1980,6.077,30.823,26.737,63.637,texas
1981,7.232,23.463,25.444,56.139,texas
1982,6.405,24.024,19.992,50.42,texas
1983,2.986,33.503,18.916,55.406,texas
1984,3.41,42.249,23.04,68.7,texas
1985,4.121,38.378,23.694,66.193,texas
1986,3.983,33.606,23.368,60.957,texas
1987,4.207,33.728,30.122,68.057,texas
1988,4.745,33.501,26.401,64.646,texas
1989,5.405,29.397,28.905,63.707,texas
1990,6.128,27.418,31.998,65.544,texas
1991,5.978,22.111,38.299,66.389,texas
1992,6.146,23.684,37.209,67.038,texas
1993,5.067,20.905,38.336,64.308,texas
1994,5.119,22.071,36.337,63.527,texas
1995,5.477,19.277,37.214,61.967,texas
1996,5.307,19.953,38.327,63.587,texas
1997,5.871,19.788,42.619,68.278,texas
1998,4.099,16.655,45.656,66.411,texas
1999,4.425,17.994,42.418,64.837,texas
2000,4.472,18.2,42.425,65.096,texas
2001,4.396,24.388,38.533,67.317,texas
2002,4.417,21.342,42.237,67.995,texas
2003,4.473,19.849,44.239,68.561,texas
2004,4.328,20.085,47.2,71.613,texas
2005,4.379,19.832,44.443,68.653,texas
2006,4.269,20.955,42.818,68.043,texas
2007,4.083,18.935,43.428,66.446,texas
2008,3.732,18.479,42.791,65.001,texas
2009,2.965,16.129,41.924,61.017,texas
2010,3.142,18.84,41.617,63.599,texas
2011,3.367,19.479,40.553,63.4,texas
2012,2.904,17.966,42.556,63.426,texas
2013,3.023,19.272,44.932,67.228,texas
2014,3.088,18.773,45.332,67.193,texas
2015,2.931,19.383,45.077,67.392,texas
2016,3.037,19.252,44.679,66.968,texas
2017,3.187,19.466,43.967,66.62,texas
1980,6.077,30.823,26.737,63.637,Untitled
1981,7.232,23.463,25.444,56.139,Untitled
1982,6.405,24.024,19.992,50.42,Untitled
1983,2.986,33.503,18.916,55.406,Untitled
1984,3.41,42.249,23.04,68.7,Untitled
1985,4.121,38.378,23.694,66.193,Untitled
1986,3.983,33.606,23.368,60.957,Untitled
1987,4.207,33.728,30.122,68.057,Untitled
1988,4.745,33.501,26.401,64.646,Untitled
1989,5.405,29.397,28.905,63.707,Untitled
1990,6.128,27.418,31.998,65.544,Untitled
1991,5.978,22.111,38.299,66.389,Untitled
1992,6.146,23.684,37.209,67.038,Untitled
1993,5.067,20.905,38.336,64.308,Untitled
1994,5.119,22.071,36.337,63.527,Untitled
1995,5.477,19.277,37.214,61.967,Untitled
1996,5.307,19.953,38.327,63.587,Untitled
1997,5.871,19.788,42.619,68.278,Untitled
1998,4.099,16.655,45.656,66.411,Untitled
1999,4.425,17.994,42.418,64.837,Untitled
2000,4.472,18.2,42.425,65.096,Untitled
2001,4.396,24.388,38.533,67.317,Untitled
2002,4.417,21.342,42.237,67.995,Untitled
2003,4.473,19.849,44.239,68.561,Untitled
2004,4.328,20.085,47.2,71.613,Untitled
2005,4.379,19.832,44.443,68.653,Untitled
2006,4.269,20.955,42.818,68.043,Untitled
2007,4.083,18.935,43.428,66.446,Untitled
2008,3.732,18.479,42.791,65.001,Untitled
2009,2.965,16.129,41.924,61.017,Untitled
2010,3.142,18.84,41.617,63.599,Untitled
2011,3.367,19.479,40.553,63.4,Untitled
2012,2.904,17.966,42.556,63.426,Untitled
2013,3.023,19.272,44.932,67.228,Untitled
2014,3.088,18.773,45.332,67.193,Untitled
2015,2.931,19.383,45.077,67.392,Untitled
2016,3.037,19.252,44.679,66.968,Untitled
2017,3.187,19.466,43.967,66.62,Untitled
1980,6.077,30.823,26.737,63.637,utah
1981,7.232,23.463,25.444,56.139,utah
1982,6.405,24.024,19.992,50.42,utah
1983,2.986,33.503,18.916,55.406,utah
1984,3.41,42.249,23.04,68.7,utah
1985,4.121,38.378,23.694,66.193,utah
1986,3.983,33.606,23.368,60.957,utah
1987,4.207,33.728,30.122,68.057,utah
1988,4.745,33.501,26.401,64.646,utah
1989,5.405,29.397,28.905,63.707,utah
1990,6.128,27.418,31.998,65.544,utah
1991,5.978,22.111,38.299,66.389,utah
1992,6.146,23.684,37.209,67.038,utah
1993,5.067,20.905,38.336,64.308,utah
1994,5.119,22.071,36.337,63.527,utah
1995,5.477,19.277,37.214,61.967,utah
1996,5.307,19.953,38.327,63.587,utah
1997,5.871,19.788,42.619,68.278,utah
1998,4.099,16.655,45.656,66.411,utah
1999,4.425,17.994,42.418,64.837,utah
2000,4.472,18.2,42.425,65.096,utah
2001,4.396,24.388,38.533,67.317,utah
2002,4.417,21.342,42.237,67.995,utah
2003,4.473,19.849,44.239,68.561,utah
2004,4.328,20.085,47.2,71.613,utah
2005,4.379,19.832,44.443,68.653,utah
2006,4.269,20.955,42.818,68.043,utah
2007,4.083,18.935,43.428,66.446,utah
2008,3.732,18.479,42.791,65.001,utah
2009,2.965,16.129,41.924,61.017,utah
2010,3.142,18.84,41.617,63.599,utah
2011,3.367,19.479,40.553,63.4,utah
2012,2.904,17.966,42.556,63.426,utah
2013,3.023,19.272,44.932,67.228,utah
2014,3.088,18.773,45.332,67.193,utah
2015,2.931,19.383,45.077,67.392,utah
2016,3.037,19.252,44.679,66.968,utah
2017,3.187,19.466,43.967,66.62,utah
1980,6.077,30.823,26.737,63.637,vermont
1981,7.232,23.463,25.444,56.139,vermont
1982,6.405,24.024,19.992,50.42,vermont
1983,2.986,33.503,18.916,55.406,vermont
1984,3.41,42.249,23.04,68.7,vermont
1985,4.121,38.378,23.694,66.193,vermont
1986,3.983,33.606,23.368,60.957,vermont
1987,4.207,33.728,30.122,68.057,vermont
1988,4.745,33.501,26.401,64.646,vermont
1989,5.405,29.397,28.905,63.707,vermont
1990,6.128,27.418,31.998,65.544,vermont
1991,5.978,22.111,38.299,66.389,vermont
1992,6.146,23.684,37.209,67.038,vermont
1993,5.067,20.905,38.336,64.308,vermont
1994,5.119,22.071,36.337,63.527,vermont
1995,5.477,19.277,37.214,61.967,vermont
1996,5.307,19.953,38.327,63.587,vermont
1997,5.871,19.788,42.619,68.278,vermont
1998,4.099,16.655,45.656,66.411,vermont
1999,4.425,17.994,42.418,64.837,vermont
2000,4.472,18.2,42.425,65.096,vermont
2001,4.396,24.388,38.533,67.317,vermont
2002,4.417,21.342,42.237,67.995,vermont
2003,4.473,19.849,44.239,68.561,vermont
2004,4.328,20.085,47.2,71.613,vermont
2005,4.379,19.832,44.443,68.653,vermont
2006,4.269,20.955,42.818,68.043,vermont
2007,4.083,18.935,43.428,66.446,vermont
2008,3.732,18.479,42.791,65.001,vermont
2009,2.965,16.129,41.924,61.017,vermont
2010,3.142,18.84,41.617,63.599,vermont
2011,3.367,19.479,40.553,63.4,vermont
2012,2.904,17.966,42.556,63.426,vermont
2013,3.023,19.272,44.932,67.228,vermont
2014,3.088,18.773,45.332,67.193,vermont
2015,2.931,19.383,45.077,67.392,vermont
2016,3.037,19.252,44.679,66.968,vermont
2017,3.187,19.466,43.967,66.62,vermont
1980,6.077,30.823,26.737,63.637,virginia
1981,7.232,23.463,25.444,56.139,virginia
1982,6.405,24.024,19.992,50.42,virginia
1983,2.986,33.503,18.916,55.406,virginia
1984,3.41,42.249,23.04,68.7,virginia
1985,4.121,38.378,23.694,66.193,virginia
1986,3.983,33.606,23.368,60.957,virginia
1987,4.207,33.728,30.122,68.057,virginia
1988,4.745,33.501,26.401,64.646,virginia
1989,5.405,29.397,28.905,63.707,virginia
1990,6.128,27.418,31.998,65.544,virginia
1991,5.978,22.111,38.299,66.389,virginia
1992,6.146,23.684,37.209,67.038,virginia
1993,5.067,20.905,38.336,64.308,virginia
1994,5.119,22.071,36.337,63.527,virginia
1995,5.477,19.277,37.214,61.967,virginia
1996,5.307,19.953,38.327,63.587,virginia
1997,5.871,19.788,42.619,68.278,virginia
1998,4.099,16.655,45.656,66.411,virginia
1999,4.425,17.994,42.418,64.837,virginia
2000,4.472,18.2,42.425,65.096,virginia
2001,4.396,24.388,38.533,67.317,virginia
2002,4.417,21.342,42.237,67.995,virginia
2003,4.473,19.849,44.239,68.561,virginia
2004,4.328,20.085,47.2,71.613,virginia
2005,4.379,19.832,44.443,68.653,virginia
2006,4.269,20.955,42.818,68.043,virginia
2007,4.083,18.935,43.428,66.446,virginia
2008,3.732,18.479,42.791,65.001,virginia
2009,2.965,16.129,41.924,61.017,virginia
2010,3.142,18.84,41.617,63.599,virginia
2011,3.367,19.479,40.553,63.4,virginia
2012,2.904,17.966,42.556,63.426,virginia
2013,3.023,19.272,44.932,67.228,virginia
2014,3.088,18.773,45.332,67.193,virginia
2015,2.931,19.383,45.077,67.392,virginia
2016,3.037,19.252,44.679,66.968,virginia
2017,3.187,19.466,43.967,66.62,virginia
1980,6.077,30.823,26.737,63.637,washington
1981,7.232,23.463,25.444,56.139,washington
1982,6.405,24.024,19.992,50.42,washington
1983,2.986,33.503,18.916,55.406,washington
1984,3.41,42.249,23.04,68.7,washington
1985,4.121,38.378,23.694,66.193,washington
1986,3.983,33.606,23.368,60.957,washington
1987,4.207,33.728,30.122,68.057,washington
1988,4.745,33.501,26.401,64.646,washington
1989,5.405,29.397,28.905,63.707,washington
1990,6.128,27.418,31.998,65.544,washington
1991,5.978,22.111,38.299,66.389,washington
1992,6.146,23.684,37.209,67.038,washington
1993,5.067,20.905,38.336,64.308,washington
1994,5.119,22.071,36.337,63.527,washington
1995,5.477,19.277,37.214,61.967,washington
1996,5.307,19.953,38.327,63.587,washington
1997,5.871,19.788,42.619,68.278,washington
1998,4.099,16.655,45.656,66.411,washington
1999,4.425,17.994,42.418,64.837,washington
2000,4.472,18.2,42.425,65.096,washington
2001,4.396,24.388,38.533,67.317,washington
2002,4.417,21.342,42.237,67.995,washington
2003,4.473,19.849,44.239,68.561,washington
2004,4.328,20.085,47.2,71.613,washington
2005,4.379,19.832,44.443,68.653,washington
2006,4.269,20.955,42.818,68.043,washington
2007,4.083,18.935,43.428,66.446,washington
2008,3.732,18.479,42.791,65.001,washington
2009,2.965,16.129,41.924,61.017,washington
2010,3.142,18.84,41.617,63.599,washington
2011,3.367,19.479,40.553,63.4,washington
2012,2.904,17.966,42.556,63.426,washington
2013,3.023,19.272,44.932,67.228,washington
2014,3.088,18.773,45.332,67.193,washington
2015,2.931,19.383,45.077,67.392,washington
2016,3.037,19.252,44.679,66.968,washington
2017,3.187,19.466,43.967,66.62,washington
1980,6.077,30.823,26.737,63.637,west virginia
1981,7.232,23.463,25.444,56.139,west virginia
1982,6.405,24.024,19.992,50.42,west virginia
1983,2.986,33.503,18.916,55.406,west virginia
1984,3.41,42.249,23.04,68.7,west virginia
1985,4.121,38.378,23.694,66.193,west virginia
1986,3.983,33.606,23.368,60.957,west virginia
1987,4.207,33.728,30.122,68.057,west virginia
1988,4.745,33.501,26.401,64.646,west virginia
1989,5.405,29.397,28.905,63.707,west virginia
1990,6.128,27.418,31.998,65.544,west virginia
1991,5.978,22.111,38.299,66.389,west virginia
1992,6.146,23.684,37.209,67.038,west virginia
1993,5.067,20.905,38.336,64.308,west virginia
1994,5.119,22.071,36.337,63.527,west virginia
1995,5.477,19.277,37.214,61.967,west virginia
1996,5.307,19.953,38.327,63.587,west virginia
1997,5.871,19.788,42.619,68.278,west virginia
1998,4.099,16.655,45.656,66.411,west virginia
1999,4.425,17.994,42.418,64.837,west virginia
2000,4.472,18.2,42.425,65.096,west virginia
2001,4.396,24.388,38.533,67.317,west virginia
2002,4.417,21.342,42.237,67.995,west virginia
2003,4.473,19.849,44.239,68.561,west virginia
2004,4.328,20.085,47.2,71.613,west virginia
2005,4.379,19.832,44.443,68.653,west virginia
2006,4.269,20.955,42.818,68.043,west virginia
2007,4.083,18.935,43.428,66.446,west virginia
2008,3.732,18.479,42.791,65.001,west virginia
2009,2.965,16.129,41.924,61.017,west virginia
2010,3.142,18.84,41.617,63.599,west virginia
2011,3.367,19.479,40.553,63.4,west virginia
2012,2.904,17.966,42.556,63.426,west virginia
2013,3.023,19.272,44.932,67.228,west virginia
