Year,Coal,Petroleum Products,Natural Gas,Total,Sname
2005,4.379,19.832,44.443,68.653,louisiana
2006,4.269,20.955,42.818,68.043,louisiana
2007,4.083,18.935,43.428,66.446,louisiana
2008,3.732,18.479,42.791,65.001,louisiana
2009,2.965,16.129,41.924,61.017,louisiana
2010,3.142,18.84,41.617,63.599,louisiana
2011,3.367,19.479,40.553,63.4,louisiana
2012,2.904,17.966,42.556,63.426,louisiana
2013,3.023,19.272,44.932,67.228,louisiana
2014,3.088,18.773,45.332,67.193,louisiana
2015,2.931,19.383,45.077,67.392,louisiana
2016,3.037,19.252,44.679,66.968,louisiana
2017,3.187,19.466,43.967,66.62,louisiana
1980,6.077,30.823,26.737,63.637,maine
1981,7.232,23.463,25.444,56.139,maine
1982,6.405,24.024,19.992,50.42,maine
1983,2.986,33.503,18.916,55.406,maine
1984,3.41,42.249,23.04,68.7,maine
1985,4.121,38.378,23.694,66.193,maine
1986,3.983,33.606,23.368,60.957,maine
1987,4.207,33.728,30.122,68.057,maine
1988,4.745,33.501,26.401,64.646,maine
1989,5.405,29.397,28.905,63.707,maine
1990,6.128,27.418,31.998,65.544,maine
1991,5.978,22.111,38.299,66.389,maine
1992,6.146,23.684,37.209,67.038,maine
1993,5.067,20.905,38.336,64.308,maine
1994,5.119,22.071,36.337,63.527,maine
1995,5.477,19.277,37.214,61.967,maine
1996,5.307,19.953,38.327,63.587,maine
1997,5.871,19.788,42.619,68.278,maine
1998,4.099,16.655,45.656,66.411,maine
1999,4.425,17.994,42.418,64.837,maine
2000,4.472,18.2,42.425,65.096,maine
2001,4.396,24.388,38.533,67.317,maine
2002,4.417,21.342,42.237,67.995,maine
2003,4.473,19.849,44.239,68.561,maine
2004,4.328,20.085,47.2,71.613,maine
2005,4.379,19.832,44.443,68.653,maine
2006,4.269,20.955,42.818,68.043,maine
2007,4.083,18.935,43.428,66.446,maine
2008,3.732,18.479,42.791,65.001,maine
2009,2.965,16.129,41.924,61.017,maine
2010,3.142,18.84,41.617,63.599,maine
2011,3.367,19.479,40.553,63.4,maine
2012,2.904,17.966,42.556,63.426,maine
2013,3.023,19.272,44.932,67.228,maine
2014,3.088,18.773,45.332,67.193,maine
2015,2.931,19.383,45.077,67.392,maine
2016,3.037,19.252,44.679,66.968,maine
2017,3.187,19.466,43.967,66.62,maine
1980,6.077,30.823,26.737,63.637,maryland
1981,7.232,23.463,25.444,56.139,maryland
1982,6.405,24.024,19.992,50.42,maryland
1983,2.986,33.503,18.916,55.406,maryland
1984,3.41,42.249,23.04,68.7,maryland
1985,4.121,38.378,23.694,66.193,maryland
1986,3.983,33.606,23.368,60.957,maryland
1987,4.207,33.728,30.122,68.057,maryland
1988,4.745,33.501,26.401,64.646,maryland
1989,5.405,29.397,28.905,63.707,maryland
1990,6.128,27.418,31.998,65.544,maryland
1991,5.978,22.111,38.299,66.389,maryland
1992,6.146,23.684,37.209,67.038,maryland
1993,5.067,20.905,38.336,64.308,maryland
1994,5.119,22.071,36.337,63.527,maryland
1995,5.477,19.277,37.214,61.967,maryland
1996,5.307,19.953,38.327,63.587,maryland
1997,5.871,19.788,42.619,68.278,maryland
1998,4.099,16.655,45.656,66.411,maryland
1999,4.425,17.994,42.418,64.837,maryland
2000,4.472,18.2,42.425,65.096,maryland
2001,4.396,24.388,38.533,67.317,maryland
2002,4.417,21.342,42.237,67.995,maryland
2003,4.473,19.849,44.239,68.561,maryland
2004,4.328,20.085,47.2,71.613,maryland
2005,4.379,19.832,44.443,68.653,maryland
2006,4.269,20.955,42.818,68.043,maryland
2007,4.083,18.935,43.428,66.446,maryland
2008,3.732,18.479,42.791,65.001,maryland
2009,2.965,16.129,41.924,61.017,maryland
2010,3.142,18.84,41.617,63.599,maryland
2011,3.367,19.479,40.553,63.4,maryland
2012,2.904,17.966,42.556,63.426,maryland
2013,3.023,19.272,44.932,67.228,maryland
2014,3.088,18.773,45.332,67.193,maryland
2015,2.931,19.383,45.077,67.392,maryland
2016,3.037,19.252,44.679,66.968,maryland
2017,3.187,19.466,43.967,66.62,maryland
1980,6.077,30.823,26.737,63.637,massachusetts
1981,7.232,23.463,25.444,56.139,massachusetts
1982,6.405,24.024,19.992,50.42,massachusetts
1983,2.986,33.503,18.916,55.406,massachusetts
1984,3.41,42.249,23.04,68.7,massachusetts
1985,4.121,38.378,23.694,66.193,massachusetts
1986,3.983,33.606,23.368,60.957,massachusetts
1987,4.207,33.728,30.122,68.057,massachusetts
1988,4.745,33.501,26.401,64.646,massachusetts
1989,5.405,29.397,28.905,63.707,massachusetts
1990,6.128,27.418,31.998,65.544,massachusetts
1991,5.978,22.111,38.299,66.389,massachusetts
1992,6.146,23.684,37.209,67.038,massachusetts
1993,5.067,20.905,38.336,64.308,massachusetts
1994,5.119,22.071,36.337,63.527,massachusetts
1995,5.477,19.277,37.214,61.967,massachusetts
1996,5.307,19.953,38.327,63.587,massachusetts
1997,5.871,19.788,42.619,68.278,massachusetts
1998,4.099,16.655,45.656,66.411,massachusetts
1999,4.425,17.994,42.418,64.837,massachusetts
2000,4.472,18.2,42.425,65.096,massachusetts
2001,4.396,24.388,38.533,67.317,massachusetts
2002,4.417,21.342,42.237,67.995,massachusetts
2003,4.473,19.849,44.239,68.561,massachusetts
2004,4.328,20.085,47.2,71.613,massachusetts
2005,4.379,19.832,44.443,68.653,massachusetts
2006,4.269,20.955,42.818,68.043,massachusetts
2007,4.083,18.935,43.428,66.446,massachusetts
2008,3.732,18.479,42.791,65.001,massachusetts
2009,2.965,16.129,41.924,61.017,massachusetts
2010,3.142,18.84,41.617,63.599,massachusetts
2011,3.367,19.479,40.553,63.4,massachusetts
2012,2.904,17.966,42.556,63.426,massachusetts
2013,3.023,19.272,44.932,67.228,massachusetts
2014,3.088,18.773,45.332,67.193,massachusetts
2015,2.931,19.383,45.077,67.392,massachusetts
2016,3.037,19.252,44.679,66.968,massachusetts
2017,3.187,19.466,43.967,66.62,massachusetts
1980,6.077,30.823,26.737,63.637,michigan
1981,7.232,23.463,25.444,56.139,michigan
1982,6.405,24.024,19.992,50.42,michigan
1983,2.986,33.503,18.916,55.406,michigan
1984,3.41,42.249,23.04,68.7,michigan
1985,4.121,38.378,23.694,66.193,michigan
1986,3.983,33.606,23.368,60.957,michigan
1987,4.207,33.728,30.122,68.057,michigan
1988,4.745,33.501,26.401,64.646,michigan
1989,5.405,29.397,28.905,63.707,michigan
1990,6.128,27.418,31.998,65.544,michigan
1991,5.978,22.111,38.299,66.389,michigan
1992,6.146,23.684,37.209,67.038,michigan
1993,5.067,20.905,38.336,64.308,michigan
1994,5.119,22.071,36.337,63.527,michigan
1995,5.477,19.277,37.214,61.967,michigan
1996,5.307,19.953,38.327,63.587,michigan
1997,5.871,19.788,42.619,68.278,michigan
1998,4.099,16.655,45.656,66.411,michigan
1999,4.425,17.994,42.418,64.837,michigan
2000,4.472,18.2,42.425,65.096,michigan
2001,4.396,24.388,38.533,67.317,michigan
2002,4.417,21.342,42.237,67.995,michigan
2003,4.473,19.849,44.239,68.561,michigan
2004,4.328,20.085,47.2,71.613,michigan
2005,4.379,19.832,44.443,68.653,michigan
2006,4.269,20.955,42.818,68.043,michigan
2007,4.083,18.935,43.428,66.446,michigan
2008,3.732,18.479,42.791,65.001,michigan
2009,2.965,16.129,41.924,61.017,michigan
2010,3.142,18.84,41.617,63.599,michigan
2011,3.367,19.479,40.553,63.4,michigan
2012,2.904,17.966,42.556,63.426,michigan
2013,3.023,19.272,44.932,67.228,michigan
2014,3.088,18.773,45.332,67.193,michigan
2015,2.931,19.383,45.077,67.392,michigan
2016,3.037,19.252,44.679,66.968,michigan
2017,3.187,19.466,43.967,66.62,michigan
1980,6.077,30.823,26.737,63.637,minnesota
1981,7.232,23.463,25.444,56.139,minnesota
1982,6.405,24.024,19.992,50.42,minnesota
1983,2.986,33.503,18.916,55.406,minnesota
1984,3.41,42.249,23.04,68.7,minnesota
1985,4.121,38.378,23.694,66.193,minnesota
1986,3.983,33.606,23.368,60.957,minnesota
1987,4.207,33.728,30.122,68.057,minnesota
1988,4.745,33.501,26.401,64.646,minnesota
1989,5.405,29.397,28.905,63.707,minnesota
1990,6.128,27.418,31.998,65.544,minnesota
1991,5.978,22.111,38.299,66.389,minnesota
1992,6.146,23.684,37.209,67.038,minnesota
1993,5.067,20.905,38.336,64.308,minnesota
1994,5.119,22.071,36.337,63.527,minnesota
1995,5.477,19.277,37.214,61.967,minnesota
1996,5.307,19.953,38.327,63.587,minnesota
1997,5.871,19.788,42.619,68.278,minnesota
1998,4.099,16.655,45.656,66.411,minnesota
1999,4.425,17.994,42.418,64.837,minnesota
2000,4.472,18.2,42.425,65.096,minnesota
2001,4.396,24.388,38.533,67.317,minnesota
2002,4.417,21.342,42.237,67.995,minnesota
2003,4.473,19.849,44.239,68.561,minnesota
2004,4.328,20.085,47.2,71.613,minnesota
2005,4.379,19.832,44.443,68.653,minnesota
2006,4.269,20.955,42.818,68.043,minnesota
2007,4.083,18.935,43.428,66.446,minnesota
2008,3.732,18.479,42.791,65.001,minnesota
2009,2.965,16.129,41.924,61.017,minnesota
2010,3.142,18.84,41.617,63.599,minnesota
2011,3.367,19.479,40.553,63.4,minnesota
2012,2.904,17.966,42.556,63.426,minnesota
2013,3.023,19.272,44.932,67.228,minnesota
2014,3.088,18.773,45.332,67.193,minnesota
2015,2.931,19.383,45.077,67.392,minnesota
2016,3.037,19.252,44.679,66.968,minnesota
2017,3.187,19.466,43.967,66.62,minnesota
1980,6.077,30.823,26.737,63.637,mississippi
1981,7.232,23.463,25.444,56.139,mississippi
1982,6.405,24.024,19.992,50.42,mississippi
1983,2.986,33.503,18.916,55.406,mississippi
1984,3.41,42.249,23.04,68.7,mississippi
1985,4.121,38.378,23.694,66.193,mississippi
1986,3.983,33.606,23.368,60.957,mississippi
1987,4.207,33.728,30.122,68.057,mississippi
1988,4.745,33.501,26.401,64.646,mississippi
1989,5.405,29.397,28.905,63.707,mississippi
1990,6.128,27.418,31.998,65.544,mississippi
1991,5.978,22.111,38.299,66.389,mississippi
1992,6.146,23.684,37.209,67.038,mississippi
1993,5.067,20.905,38.336,64.308,mississippi
1994,5.119,22.071,36.337,63.527,mississippi
1995,5.477,19.277,37.214,61.967,mississippi
1996,5.307,19.953,38.327,63.587,mississippi
1997,5.871,19.788,42.619,68.278,mississippi
1998,4.099,16.655,45.656,66.411,mississippi
1999,4.425,17.994,42.418,64.837,mississippi
2000,4.472,18.2,42.425,65.096,mississippi
2001,4.396,24.388,38.533,67.317,mississippi
2002,4.417,21.342,42.237,67.995,mississippi
2003,4.473,19.849,44.239,68.561,mississippi
2004,4.328,20.085,47.2,71.613,mississippi
2005,4.379,19.832,44.443,68.653,mississippi
2006,4.269,20.955,42.818,68.043,mississippi
2007,4.083,18.935,43.428,66.446,mississippi
2008,3.732,18.479,42.791,65.001,mississippi
2009,2.965,16.129,41.924,61.017,mississippi
2010,3.142,18.84,41.617,63.599,mississippi
2011,3.367,19.479,40.553,63.4,mississippi
2012,2.904,17.966,42.556,63.426,mississippi
2013,3.023,19.272,44.932,67.228,mississippi
2014,3.088,18.773,45.332,67.193,mississippi
2015,2.931,19.383,45.077,67.392,mississippi
2016,3.037,19.252,44.679,66.968,mississippi
2017,3.187,19.466,43.967,66.62,mississippi
1980,6.077,30.823,26.737,63.637,missouri
1981,7.232,23.463,25.444,56.139,missouri
1982,6.405,24.024,19.992,50.42,missouri
1983,2.986,33.503,18.916,55.406,missouri
1984,3.41,42.249,23.04,68.7,missouri
1985,4.121,38.378,23.694,66.193,missouri
1986,3.983,33.606,23.368,60.957,missouri
1987,4.207,33.728,30.122,68.057,missouri
1988,4.745,33.501,26.401,64.646,missouri
1989,5.405,29.397,28.905,63.707,missouri
1990,6.128,27.418,31.998,65.544,missouri
1991,5.978,22.111,38.299,66.389,missouri
1992,6.146,23.684,37.209,67.038,missouri
1993,5.067,20.905,38.336,64.308,missouri
1994,5.119,22.071,36.337,63.527,missouri
1995,5.477,19.277,37.214,61.967,missouri
1996,5.307,19.953,38.327,63.587,missouri
1997,5.871,19.788,42.619,68.278,missouri
1998,4.099,16.655,45.656,66.411,missouri
1999,4.425,17.994,42.418,64.837,missouri
2000,4.472,18.2,42.425,65.096,missouri
2001,4.396,24.388,38.533,67.317,missouri
2002,4.417,21.342,42.237,67.995,missouri
2003,4.473,19.849,44.239,68.561,missouri
2004,4.328,20.085,47.2,71.613,missouri
2005,4.379,19.832,44.443,68.653,missouri
2006,4.269,20.955,42.818,68.043,missouri
2007,4.083,18.935,43.428,66.446,missouri
2008,3.732,18.479,42.791,65.001,missouri
2009,2.965,16.129,41.924,61.017,missouri
2010,3.142,18.84,41.617,63.599,missouri
2011,3.367,19.479,40.553,63.4,missouri
2012,2.904,17.966,42.556,63.426,missouri
2013,3.023,19.272,44.932,67.228,missouri
2014,3.088,18.773,45.332,67.193,missouri
2015,2.931,19.383,45.077,67.392,missouri
2016,3.037,19.252,44.679,66.968,missouri
2017,3.187,19.466,43.967,66.62,missouri
1980,6.077,30.823,26.737,63.637,montana
1981,7.232,23.463,25.444,56.139,montana
1982,6.405,24.024,19.992,50.42,montana
1983,2.986,33.503,18.916,55.406,montana
1984,3.41,42.249,23.04,68.7,montana
1985,4.121,38.378,23.694,66.193,montana
1986,3.983,33.606,23.368,60.957,montana
1987,4.207,33.728,30.122,68.057,montana
1988,4.745,33.501,26.401,64.646,montana
1989,5.405,29.397,28.905,63.707,montana
1990,6.128,27.418,31.998,65.544,montana
1991,5.978,22.111,38.299,66.389,montana
1992,6.146,23.684,37.209,67.038,montana
1993,5.067,20.905,38.336,64.308,montana
1994,5.119,22.071,36.337,63.527,montana
1995,5.477,19.277,37.214,61.967,montana
1996,5.307,19.953,38.327,63.587,montana
1997,5.871,19.788,42.619,68.278,montana
1998,4.099,16.655,45.656,66.411,montana
1999,4.425,17.994,42.418,64.837,montana
2000,4.472,18.2,42.425,65.096,montana
2001,4.396,24.388,38.533,67.317,montana
2002,4.417,21.342,42.237,67.995,montana
2003,4.473,19.849,44.239,68.561,montana
2004,4.328,20.085,47.2,71.613,montana
2005,4.379,19.832,44.443,68.653,montana
2006,4.269,20.955,42.818,68.043,montana
2007,4.083,18.935,43.428,66.446,montana
2008,3.732,18.479,42.791,65.001,montana
2009,2.965,16.129,41.924,61.017,montana
2010,3.142,18.84,41.617,63.599,montana
2011,3.367,19.479,40.553,63.4,montana
2012,2.904,17.966,42.556,63.426,montana
2013,3.023,19.272,44.932,67.228,montana
2014,3.088,18.773,45.332,67.193,montana
2015,2.931,19.383,45.077,67.392,montana
2016,3.037,19.252,44.679,66.968,montana
2017,3.187,19.466,43.967,66.62,montana
1980,6.077,30.823,26.737,63.637,nebraska
1981,7.232,23.463,25.444,56.139,nebraska
1982,6.405,24.024,19.992,50.42,nebraska
1983,2.986,33.503,18.916,55.406,nebraska
1984,3.41,42.249,23.04,68.7,nebraska
1985,4.121,38.378,23.694,66.193,nebraska
1986,3.983,33.606,23.368,60.957,nebraska
1987,4.207,33.728,30.122,68.057,nebraska
1988,4.745,33.501,26.401,64.646,nebraska
1989,5.405,29.397,28.905,63.707,nebraska
1990,6.128,27.418,31.998,65.544,nebraska
1991,5.978,22.111,38.299,66.389,nebraska
1992,6.146,23.684,37.209,67.038,nebraska
1993,5.067,20.905,38.336,64.308,nebraska
1994,5.119,22.071,36.337,63.527,nebraska
1995,5.477,19.277,37.214,61.967,nebraska
1996,5.307,19.953,38.327,63.587,nebraska
1997,5.871,19.788,42.619,68.278,nebraska
1998,4.099,16.655,45.656,66.411,nebraska
1999,4.425,17.994,42.418,64.837,nebraska
2000,4.472,18.2,42.425,65.096,nebraska
2001,4.396,24.388,38.533,67.317,nebraska
2002,4.417,21.342,42.237,67.995,nebraska
2003,4.473,19.849,44.239,68.561,nebraska
2004,4.328,20.085,47.2,71.613,nebraska
2005,4.379,19.832,44.443,68.653,nebraska
2006,4.269,20.955,42.818,68.043,nebraska
2007,4.083,18.935,43.428,66.446,nebraska
2008,3.732,18.479,42.791,65.001,nebraska
2009,2.965,16.129,41.924,61.017,nebraska
2010,3.142,18.84,41.617,63.599,nebraska
2011,3.367,19.479,40.553,63.4,nebraska
2012,2.904,17.966,42.556,63.426,nebraska
2013,3.023,19.272,44.932,67.228,nebraska
2014,3.088,18.773,45.332,67.193,nebraska
2015,2.931,19.383,45.077,67.392,nebraska
2016,3.037,19.252,44.679,66.968,nebraska
2017,3.187,19.466,43.967,66.62,nebraska
1980,6.077,30.823,26.737,63.637,nevada
1981,7.232,23.463,25.444,56.139,nevada
1982,6.405,24.024,19.992,50.42,nevada
1983,2.986,33.503,18.916,55.406,nevada
1984,3.41,42.249,23.04,68.7,nevada
1985,4.121,38.378,23.694,66.193,nevada
1986,3.983,33.606,23.368,60.957,nevada
1987,4.207,33.728,30.122,68.057,nevada
1988,4.745,33.501,26.401,64.646,nevada
1989,5.405,29.397,28.905,63.707,nevada
1990,6.128,27.418,31.998,65.544,nevada
1991,5.978,22.111,38.299,66.389,nevada
1992,6.146,23.684,37.209,67.038,nevada
1993,5.067,20.905,38.336,64.308,nevada
1994,5.119,22.071,36.337,63.527,nevada
1995,5.477,19.277,37.214,61.967,nevada
1996,5.307,19.953,38.327,63.587,nevada
1997,5.871,19.788,42.619,68.278,nevada
1998,4.099,16.655,45.656,66.411,nevada
1999,4.425,17.994,42.418,64.837,nevada
2000,4.472,18.2,42.425,65.096,nevada
2001,4.396,24.388,38.533,67.317,nevada
2002,4.417,21.342,42.237,67.995,nevada
2003,4.473,19.849,44.239,68.561,nevada
2004,4.328,20.085,47.2,71.613,nevada
2005,4.379,19.832,44.443,68.653,nevada
2006,4.269,20.955,42.818,68.043,nevada
2007,4.083,18.935,43.428,66.446,nevada
2008,3.732,18.479,42.791,65.001,nevada
2009,2.965,16.129,41.924,61.017,nevada
2010,3.142,18.84,41.617,63.599,nevada
2011,3.367,19.479,40.553,63.4,nevada
2012,2.904,17.966,42.556,63.426,nevada
2013,3.023,19.272,44.932,67.228,nevada
2014,3.088,18.773,45.332,67.193,nevada
2015,2.931,19.383,45.077,67.392,nevada
2016,3.037,19.252,44.679,66.968,nevada
2017,3.187,19.466,43.967,66.62,nevada
1980,6.077,30.823,26.737,63.637,new hampshire
1981,7.232,23.463,25.444,56.139,new hampshire
1982,6.405,24.024,19.992,50.42,new hampshire
1983,2.986,33.503,18.916,55.406,new hampshire
1984,3.41,42.249,23.04,68.7,new hampshire
1985,4.121,38.378,23.694,66.193,new hampshire
1986,3.983,33.606,23.368,60.957,new hampshire
1987,4.207,33.728,30.122,68.057,new hampshire
1988,4.745,33.501,26.401,64.646,new hampshire
1989,5.405,29.397,28.905,63.707,new hampshire
1990,6.128,27.418,31.998,65.544,new hampshire
1991,5.978,22.111,38.299,66.389,new hampshire
1992,6.146,23.684,37.209,67.038,new hampshire
1993,5.067,20.905,38.336,64.308,new hampshire
1994,5.119,22.071,36.337,63.527,new hampshire
1995,5.477,19.277,37.214,61.967,new hampshire
1996,5.307,19.953,38.327,63.587,new hampshire
1997,5.871,19.788,42.619,68.278,new hampshire
1998,4.099,16.655,45.656,66.411,new hampshire
1999,4.425,17.994,42.418,64.837,new hampshire
2000,4.472,18.2,42.425,65.096,new hampshire
2001,4.396,24.388,38.533,67.317,new hampshire
2002,4.417,21.342,42.237,67.995,new hampshire
2003,4.473,19.849,44.239,68.561,new hampshire
2004,4.328,20.085,47.2,71.613,new hampshire
2005,4.379,19.832,44.443,68.653,new hampshire
2006,4.269,20.955,42.818,68.043,new hampshire
2007,4.083,18.935,43.428,66.446,new hampshire
2008,3.732,18.479,42.791,65.001,new hampshire
2009,2.965,16.129,41.924,61.017,new hampshire
2010,3.142,18.84,41.617,63.599,new hampshire
2011,3.367,19.479,40.553,63.4,new hampshire
2012,2.904,17.966,42.556,63.426,new hampshire
2013,3.023,19.272,44.932,67.228,new hampshire
2014,3.088,18.773,45.332,67.193,new hampshire
2015,2.931,19.383,45.077,67.392,new hampshire
2016,3.037,19.252,44.679,66.968,new hampshire
2017,3.187,19.466,43.967,66.62,new hampshire
1980,6.077,30.823,26.737,63.637,new jersey
1981,7.232,23.463,25.444,56.139,new jersey
1982,6.405,24.024,19.992,50.42,new jersey
1983,2.986,33.503,18.916,55.406,new jersey
1984,3.41,42.249,23.04,68.7,new jersey
1985,4.121,38.378,23.694,66.193,new jersey
1986,3.983,33.606,23.368,60.957,new jersey
1987,4.207,33.728,30.122,68.057,new jersey
1988,4.745,33.501,26.401,64.646,new jersey
1989,5.405,29.397,28.905,63.707,new jersey
1990,6.128,27.418,31.998,65.544,new jersey
1991,5.978,22.111,38.299,66.389,new jersey
1992,6.146,23.684,37.209,67.038,new jersey
1993,5.067,20.905,38.336,64.308,new jersey
1994,5.119,22.071,36.337,63.527,new jersey
1995,5.477,19.277,37.214,61.967,new jersey
1996,5.307,19.953,38.327,63.587,new jersey
1997,5.871,19.788,42.619,68.278,new jersey
1998,4.099,16.655,45.656,66.411,new jersey
1999,4.425,17.994,42.418,64.837,new jersey
2000,4.472,18.2,42.425,65.096,new jersey
2001,4.396,24.388,38.533,67.317,new jersey
2002,4.417,21.342,42.237,67.995,new jersey
2003,4.473,19.849,44.239,68.561,new jersey
2004,4.328,20.085,47.2,71.613,new jersey
2005,4.379,19.832,44.443,68.653,new jersey
2006,4.269,20.955,42.818,68.043,new jersey
2007,4.083,18.935,43.428,66.446,new jersey
2008,3.732,18.479,42.791,65.001,new jersey
2009,2.965,16.129,41.924,61.017,new jersey
2010,3.142,18.84,41.617,63.599,new jersey
2011,3.367,19.479,40.553,63.4,new jersey
2012,2.904,17.966,42.556,63.426,new jersey
2013,3.023,19.272,44.932,67.228,new jersey
2014,3.088,18.773,45.332,67.193,new jersey
2015,2.931,19.383,45.077,67.392,new jersey
2016,3.037,19.252,44.679,66.968,new jersey
2017,3.187,19.466,43.967,66.62,new jersey
1980,6.077,30.823,26.737,63.637,new mexico
1981,7.232,23.463,25.444,56.139,new mexico
1982,6.405,24.024,19.992,50.42,new mexico
1983,2.986,33.503,18.916,55.406,new mexico
1984,3.41,42.249,23.04,68.7,new mexico
1985,4.121,38.378,23.694,66.193,new mexico
1986,3.983,33.606,23.368,60.957,new mexico
1987,4.207,33.728,30.122,68.057,new mexico
1988,4.745,33.501,26.401,64.646,new mexico
1989,5.405,29.397,28.905,63.707,new mexico
1990,6.128,27.418,31.998,65.544,new mexico
1991,5.978,22.111,38.299,66.389,new mexico
1992,6.146,23.684,37.209,67.038,new mexico
1993,5.067,20.905,38.336,64.308,new mexico
1994,5.119,22.071,36.337,63.527,new mexico
1995,5.477,19.277,37.214,61.967,new mexico
1996,5.307,19.953,38.327,63.587,new mexico
1997,5.871,19.788,42.619,68.278,new mexico
1998,4.099,16.655,45.656,66.411,new mexico
1999,4.425,17.994,42.418,64.837,new mexico
2000,4.472,18.2,42.425,65.096,new mexico
2001,4.396,24.388,38.533,67.317,new mexico
2002,4.417,21.342,42.237,67.995,new mexico
2003,4.473,19.849,44.239,68.561,new mexico
2004,4.328,20.085,47.2,71.613,new mexico
2005,4.379,19.832,44.443,68.653,new mexico
2006,4.269,20.955,42.818,68.043,new mexico
2007,4.083,18.935,43.428,66.446,new mexico
2008,3.732,18.479,42.791,65.001,new mexico
2009,2.965,16.129,41.924,61.017,new mexico
2010,3.142,18.84,41.617,63.599,new mexico
2011,3.367,19.479,40.553,63.4,new mexico
2012,2.904,17.966,42.556,63.426,new mexico
2013,3.023,19.272,44.932,67.228,new mexico
2014,3.088,18.773,45.332,67.193,new mexico
2015,2.931,19.383,45.077,67.392,new mexico
2016,3.037,19.252,44.679,66.968,new mexico
2017,3.187,19.466,43.967,66.62,new mexico
1980,6.077,30.823,26.737,63.637,new york
1981,7.232,23.463,25.444,56.139,new york
1982,6.405,24.024,19.992,50.42,new york
1983,2.986,33.503,18.916,55.406,new york
1984,3.41,42.249,23.04,68.7,new york
1985,4.121,38.378,23.694,66.193,new york
1986,3.983,33.606,23.368,60.957,new york
1987,4.207,33.728,30.122,68.057,new york
1988,4.745,33.501,26.401,64.646,new york
1989,5.405,29.397,28.905,63.707,new york
1990,6.128,27.418,31.998,65.544,new york
1991,5.978,22.111,38.299,66.389,new york
1992,6.146,23.684,37.209,67.038,new york
1993,5.067,20.905,38.336,64.308,new york
1994,5.119,22.071,36.337,63.527,new york
1995,5.477,19.277,37.214,61.967,new york
1996,5.307,19.953,38.327,63.587,new york
1997,5.871,19.788,42.619,68.278,new york
1998,4.099,16.655,45.656,66.411,new york
1999,4.425,17.994,42.418,64.837,new york
2000,4.472,18.2,42.425,65.096,new york
2001,4.396,24.388,38.533,67.317,new york
2002,4.417,21.342,42.237,67.995,new york
2003,4.473,19.849,44.239,68.561,new york
2004,4.328,20.085,47.2,71.613,new york
2005,4.379,19.832,44.443,68.653,new york
2006,4.269,20.955,42.818,68.043,new york
2007,4.083,18.935,43.428,66.446,new york
2008,3.732,18.479,42.791,65.001,new york
2009,2.965,16.129,41.924,61.017,new york
2010,3.142,18.84,41.617,63.599,new york
2011,3.367,19.479,40.553,63.4,new york
2012,2.904,17.966,42.556,63.426,new york
2013,3.023,19.272,44.932,67.228,new york
2014,3.088,18.773,45.332,67.193,new york
2015,2.931,19.383,45.077,67.392,new york
2016,3.037,19.252,44.679,66.968,new york
2017,3.187,19.466,43.967,66.62,new york
1980,6.077,30.823,26.737,63.637,north carolina
1981,7.232,23.463,25.444,56.139,north carolina
1982,6.405,24.024,19.992,50.42,north carolina
1983,2.986,33.503,18.916,55.406,north carolina
1984,3.41,42.249,23.04,68.7,north carolina
1985,4.121,38.378,23.694,66.193,north carolina
1986,3.983,33.606,23.368,60.957,north carolina
1987,4.207,33.728,30.122,68.057,north carolina
1988,4.745,33.501,26.401,64.646,north carolina
1989,5.405,29.397,28.905,63.707,north carolina
1990,6.128,27.418,31.998,65.544,north carolina
1991,5.978,22.111,38.299,66.389,north carolina
1992,6.146,23.684,37.209,67.038,north carolina
1993,5.067,20.905,38.336,64.308,north carolina
1994,5.119,22.071,36.337,63.527,north carolina
1995,5.477,19.277,37.214,61.967,north carolina
1996,5.307,19.953,38.327,63.587,north carolina
1997,5.871,19.788,42.619,68.278,north carolina
1998,4.099,16.655,45.656,66.411,north carolina
1999,4.425,17.994,42.418,64.837,north carolina
2000,4.472,18.2,42.425,65.096,north carolina
2001,4.396,24.388,38.533,67.317,north carolina
2002,4.417,21.342,42.237,67.995,north carolina
2003,4.473,19.849,44.239,68.561,north carolina
2004,4.328,20.085,47.2,71.613,north carolina
2005,4.379,19.832,44.443,68.653,north carolina
2006,4.269,20.955,42.818,68.043,north carolina
2007,4.083,18.935,43.428,66.446,north carolina
2008,3.732,18.479,42.791,65.001,north carolina
2009,2.965,16.129,41.924,61.017,north carolina
2010,3.142,18.84,41.617,63.599,north carolina
2011,3.367,19.479,40.553,63.4,north carolina
2012,2.904,17.966,42.556,63.426,north carolina
2013,3.023,19.272,44.932,67.228,north carolina
2014,3.088,18.773,45.332,67.193,north carolina
2015,2.931,19.383,45.077,67.392,north carolina
2016,3.037,19.252,44.679,66.968,north carolina
2017,3.187,19.466,43.967,66.62,north carolina
1980,6.077,30.823,26.737,63.637,north dakota
1981,7.232,23.463,25.444,56.139,north dakota
1982,6.405,24.024,19.992,50.42,north dakota
1983,2.986,33.503,18.916,55.406,north dakota
1984,3.41,42.249,23.04,68.7,north dakota
1985,4.121,38.378,23.694,66.193,north dakota
1986,3.983,33.606,23.368,60.957,north dakota
1987,4.207,33.728,30.122,68.057,north dakota
1988,4.745,33.501,26.401,64.646,north dakota
1989,5.405,29.397,28.905,63.707,north dakota
1990,6.128,27.418,31.998,65.544,north dakota
